,feature_name,idf_weights
0,aapsafetohindiasafe,8.313553664880422
4345,mics,8.313553664880422
4362,militay,8.313553664880422
4357,mila,8.313553664880422
4355,migrantworkers,8.313553664880422
4352,midway,8.313553664880422
4351,midst,8.313553664880422
4350,midnight,8.313553664880422
4349,middleman,8.313553664880422
4347,midair,8.313553664880422
4344,microscopewoman,8.313553664880422
4331,methi,8.313553664880422
4343,microscoperobotbiohazard,8.313553664880422
4341,microbesyringe,8.313553664880422
4339,micro,8.313553664880422
4338,micr,8.313553664880422
4337,michael,8.313553664880422
4335,mhlawcet,8.313553664880422
4334,mexico,8.313553664880422
4333,mewhen,8.313553664880422
4363,milkhasingh,8.313553664880422
4366,millionaire,8.313553664880422
4367,millionmoney,8.313553664880422
4368,millionth,8.313553664880422
4398,miserably,8.313553664880422
4397,miscellaneous,8.313553664880422
4396,misbehaving,8.313553664880422
4395,mirzapur,8.313553664880422
4394,mirror,8.313553664880422
4393,miracle,8.313553664880422
4391,minutesobservation,8.313553664880422
4388,minting,8.313553664880422
4386,minority,8.313553664880422
4385,minor,8.313553664880422
4384,ministryofhealthandfamilywelfare,8.313553664880422
4382,ministerial,8.313553664880422
4379,minimal,8.313553664880422
4377,minha,8.313553664880422
4376,mingy,8.313553664880422
4375,ming,8.313553664880422
4371,minalkhan,8.313553664880422
4332,metro,8.313553664880422
4330,meter,8.313553664880422
4243,mat,8.313553664880422
4269,meaningless,8.313553664880422
4286,meehan,8.313553664880422
4285,medtwitter,8.313553664880422
4284,medparkhospital,8.313553664880422
4282,meditating,8.313553664880422
4281,medico,8.313553664880422
4277,medically,8.313553664880422
4274,mechanism,8.313553664880422
4272,measles,8.313553664880422
4266,meal,8.313553664880422
4329,meteorite,8.313553664880422
4265,mccullough,8.313553664880422
4262,mayan,8.313553664880422
4261,maya,8.313553664880422
4258,maury,8.313553664880422
4257,maureen,8.313553664880422
4256,mau,8.313553664880422
4253,matron,8.313553664880422
4252,matrimony,8.313553664880422
4287,meena,8.313553664880422
4291,meghalaya,8.313553664880422
4296,membrane,8.313553664880422
4298,memecontest,8.313553664880422
4327,meta,8.313553664880422
4325,messenger,8.313553664880422
4322,mesmerizing,8.313553664880422
4321,merriment,8.313553664880422
4320,merrily,8.313553664880422
4319,merely,8.313553664880422
4318,mere,8.313553664880422
4316,mera,8.313553664880422
4315,mentioning,8.313553664880422
4311,mentality,8.313553664880422
4310,mentalhealthmatters,8.313553664880422
4308,mental,8.313553664880422
