,0
0,"large, international, contingent, vaccinated, guarantees, large, pool, rapidly, mutating, strains, ."
1,"i, really, be, out, here, raw, dogging, full, capacity, cubs, game, vaccinated, ."
2,"i, still, have, vaccinated, kid, at, home, so, it, only, seems, responsible, his, sake, ., person_shrugging, i, female_sign, i, green_heart"
3,"vaccinated, can, breathe, without, vaccine, ,, until, they, can, ', i, ., get, shot, ."
4,"one hundred, %, vaccinated, primates, be, bad"
5,"virtually, all, hospitalized, #, covidpatients, have, one, thing, common, :, they, ', re, #, vaccinated, so, ,, #, getvaccinated, #, vaccineswork"
6,"this, thread, delta, variant, ,, which, if, you, i, re, vaccinated, you, don, i, i, have, worry, about, ,, raises, interesting, question, -, if, feds, do, everything, they, can, get, people, vaccinated, ,, what, i, i, our, obligation, change, our, behavior, accommodate, willingly, vaccinated"
7,"tribe, survivors, pandemic, ,, course, ., you, have, no, real, scientific, data, back, your, cult, following, that, caused, over, five hundred, ,, zero, americans, die, ., cruel, as, it, may, sound, ,, go, ahead, mingle, vaccinated, unprotected, ', cos, more, your, cult, followers, will, die, ,, sadly"
8,"oh, ,, i, think, there, ', i, strong, possibility, there, will, be, vaccinated, areas, autumn, ., remember, how, ya, ', all, were, saying, it, was, going, disappear, last, november"
9,"important, thread, risks, delta, variant, ., masking, indoors, around, vaccinated, folks, makes, lots, sense, ,, regardless, what, governments, will, allow, ."
10,"no, pity, vaccinated, morons, ."
11,"large, gatherings, with, vaccinated, people, are, perfectly, safe, ., large, outdoor, gatherings, with, vaccinated, attendees, social, distance, are, also, safe, ., my, whole, family, is, vaccinated, so, this, is, safe, experience, us, ."
12,"still, wanna, wear, my, mask, public, but, don, i, i, want, people, think, i, i, i, vaccinated, help"
13,"that, would, change, things, me, ,, not, much, because, small, numbers, ,, but, it, would, mean, zero, serious, cases, vaccinated, group, compared, one, vaccinated, is, at, least, consistent, with, existing, efficacy, evidence, ., maybe, that, is, what, rasmussen, meant, originally, ..."
14,"when, places, say, that, they, i, re, i, honor, system, i, where, vaccinated, folks, don, i, i, have, mask, &, amp, ;, vaccinated, folks, do, ,, they, i, re, making, potentially, fatal, mistake, assuming, that, people, will, be, honest, ., expressionless_face, face_with_medical_mask"
15,"my, wife, i, totally, relate, ,, our, wine, budget, has, gone, through, roof, ., we, stand, with, you, ,, vaccinated, &, amp, ;, totally, aware"
16,"problem, is, that, vaccinated, people, didn, ', i, stop, wearing, masks, ,, vaccinated, ones, did, ."
17,""", and, forty-two, deaths, people, with, delta, variant, infections, ,, twenty-three, were, vaccinated, seven, had, received, only, one, dose, ., other, twelve, had, received, two, doses, more, than, two, weeks, before, i, backhand_index_pointing_rightin, other, words, ,, more, than, quarter, dead, were, fully, vaxdbackhand_index_pointing_left"
18,"we, need, watch, out, delta, i, especially, all, those, vaccinated, young, people, ."
19,"i, virtually, all, hospitalized, couid, patients, have, one, thing, common, :, they, ', re, vaccinated, i"
20,"this, is, ord, video, i, i, ve, seen, people, saying, this, new, couid, variant, is, going, tear, up, vaccinated, community, person_facepalmingmedium_skin_tone, i, female_sign, i"
21,"greater, than, ninety-nine, %, hospitalized, couid, patients, have, one, thing, common, ., they, are, vaccinated, ."
22,"took, our, &, it, ;, yo, kids, out, therapy, programs, &, amp, ;, quit, our, kids, ', dentist, because, they, aren, ', i, eligible, yet, &, amp, ;, vaccinated, &, amp, ;, unmasked, kids, &, amp, ;, adults, waiting, areas, &, amp, ;, treating, kids, ."
23,"family, doctors, are, viewed, as, last, line, offensive, pushing, vaccine, totals, higher, ., but, those, left, vaccinated, won, ', i, be, easy, convince, ., i, talk, michigan, doctors, about, their, tactics, ,, troubles, ."
24,"that, it, i, i, not, fair, vaccinated, have, same, privileges, as, vaccinated, time, being, ."
25,"not, good, ., i, would, i, ve, preferred, both, prove, set, /, achieved, higher, est, dose, and, dose, levels, before, triggering, loosening, restrictions, ., if, there, are, essentially, no, restrictions, ,, what, incentive, other, than, lottery, do, vaccinated, have, common, good, doesn, i, i, motivate, them, ."
26,"democrats, don, ', i, believe, masks, vaccinated, ., you, don, ', i, believe, masks, vaccinated, ., you, disgusting, ,, cowardly, gaslighted, ."
27,"pakistan, province, block, phones, vaccinated, -, hindu"
28,"other, hand, ,, vaccinated, persons, are, far, less, likely, be, magnetized, ."
29,"i, had, tickets, last, night, i, i, game, which, i, thought, i, couldn, i, i, use, because, disparity, between, vaccinated, vaccinated, sections, ., when, i, called, ticket, office, ,, they, couldn, i, i, help, me, get, credit, -, they, told, me, try, sell, tickets, ., can, you, help"
30,"don, ', i, have, wear, if, vaccinated, ., i, still, do, ., lot, vaccinated, don, ', i, ., i, ', i, sure, that, ."
