,0
0,"are, there, any, teamsters, out, that, work, large, companies, do, your, union, officials, have, your, back, concerning, forced, vax, i, work, large, company, oregon, our, teamster, officials, have, already, said, they, won, ', t, back, us, unvaccinated, workers"
1,"now, that, unvaccinated, supporters, are, allowed, in, ,, are, refunds, available, ., i, bought, tickets, based, vax, requirements, ."
2,"as, conservative, ,, i, don, ’, t, love, idea, vaccine, passport, ., however, ,, our, hospitals, are, filled, with, unvaccinated, folks, ,, taking, away, resources, cancer, patients, sick, kids, ., ideology, aside, ,, if, $, 100, carrot, didn, ’, t, work, ,, it, ’, s, time, stick, ., #, ableg"
3,"if, left, had, their, way, ,, no, unvaccinated, individual, would, ever, set, foot, hospital, again, unless, they, were, some, racial, or, ethnic, minority, ."
4,"dude, ,, vaccinated, spread, virus, just, as, much, as, unvaccinated, ., taking, vaccine, doesn, ’, t, help, anyone, else, it, ’, s, called, science"
5,""", parents, are, not, allowed, let, their, kids, :, g, /, t, school, w, /, o, clothes, play, outside, w, /, o, coats, winter, smoke, crack, or, cigarettes, sniff, glue, or, do, drugs, but, are, allowed, send, unvaccinated, kids, school, unmasked, worst, part, deadly, pandemic, "", 03"
6,"putting, other, citizens, at, risk, ,, all, because, mask, /, vaccine, freedom, means, protecting, our, citizens, /, children, /, delta, spread, became, stronger, =, unvaccinated, ,, drs, run, out, if, icu, beds, &, amp, ;, if, i, were, one, out, if, compassionate, care, ,, when, ithers, need, icu, /, ambulances, true, leader, who, cares"
7,"since, last, year, i, ', ve, told, them, that, if, they, want, keep, ppl, together, lab, then, masks, must, be, worn, all, day, team, must, be, kept, team, b, ., team, is, unvaccinated, refuse, leave, after, their, shift, often, overlapping, with, team, b, ride, clock, ., complaints, ignored, ."
8,"only, unvaccinated, deserve, kindness"
9,"i, have, no, respect, unvaccinated, people"
10,"there, is, so, much, focus, how, talk, nicely, unvaccinated, absolutely, no, focus, how, manage, your, own, complex, feelings, about, unvaccinated, how, you, can, manage, exercise, empathy, while, feeling, you, ’, re, also, heard, valued, ."
11,"*, my, main, concern, is, that, i, ’, m, full, vaccinated, +, still, following, proper, protocols, when, dealing, w, /, unvaccinated, folks, ., i, have, mother, who, ’, s, health, is, compromised, +, i, can, ’, t, risk, her, or, myself, ."
12,"yes, there, are, #, breakthrough, cases, but, vast, majority, are, #, unvaccinated, don, ’, t, be, fool, #, getashot, #, vaccinessavelives"
13,"ummmm, …, you, were, making, asinine, statement, that, expression, is, pretty, damn, common, ,, &, amp, ;, context, is, kinda, important, ., gov, ’, t, has, all, sorts, requirements, promote, safety, &, amp, ;, health, that, nobody, objects, to, ., people, are, dying, because, unvaccinated, are, overwhelming, hospitals, ."
14,"hospitalizing, unvaccinated, people, costs, billions, ,, report, finds"
15,"who, that, unvaccinated, that, nag"
16,"i, thought, israel, study, was, pretty, conclusive, ., fully, vaccinated, are, at, much, greater, risk, variants, than, unvaccinated, ."
17,"israel, is, going, have, encourage, unvaccinated, tourism, so, they, too, can, blame, it, unvaccinated, ."
18,"i, know, i, don, ', t, want, sit, next, unvaccinated, spreader, ."
19,"i, don, ', t, support, denying, care, ., but, i, absolutely, support, taxing, unvaccinated, pay, their, much, higher, costs, care, ."
20,"somehow, light, unvaccinated, ,, dark, unvaccinated, ,, faux, unvaccinated, ,, real, unvaccinated, ,, rich, unvaccinated, ,, poor, unvaccinated, ,, house, unvaccinated, ,, field, unvaccinated, .., still, unvaccinated, just, don, ', t, have, same, ring"
21,"i, like, this, :, :, fauci, calls, unvaccinated, americans, be, banned, air, travel, ."
22,"line, up, 5, unvaccinated, people, ,, 1, is, guaranteed, die, covid, 19, ., that, is, where, america, is, right, now, ., as, one, commentator, said, “, if, this, were, case, war, or, some, other, disaster, ,, america, would, act, respond, differently, .”"
23,"anti, -, vaxxers, those, who, simply, "", chose, be, unvaccinated, "", whatever, reason, deserve, no, sympathy, or, platform, ,, this, is, just, one, reason, ."
24,"we, can, thank, unvaccinated, this, health, care, debacle, ."
25,"1, ., 7, vaccinated, people, per, million, are, currently, icu, with, covid, ontario, ., 19, ., 7, unvaccinated, people, per, million, are, currently, icu, with, covid, ontario, ., pretty, simple, ."
26,"sigh, ., why, is, that, is, it, because, unvaccinated, folks, are, getting, super, sick, lot, are, perishing, let, ’, s, blame, nazis, ,, as, i, did, nazi, that, coming, ."
27,"just, because, we, can, do, things, like, normal, doesn, ’, t, mean, that, you, are, safe, if, you, are, unvaccinated, ."
28,"businesses, are, reluctant, return, normal, operations, ,, fear, shut, downs, due, unvaccinated, workforce, ., would, better, serve, his, constituents, by, supporting, mandate"
29,"yes, ., unvaccinated, are, selfishly, impacting, all, our, lives, extending, pandemic, ,, threatening, health, others, ,, tanking, our, health, system, ,, hurting, our, economy, ., all, non, -, existent, right, spread, disease, ."
