,0
0,"um, ,, but, "", vaccines, "", don, ', t, stop, infection, nor, transmission, ., so, why, should, unvaccinated, wear, mask, but, vaccinated, shouldn, ', t, please, explain, science, there, ."
1,"nope, ., as, at, -, risk, part, population, ,, i, ', ve, been, more, lock, down, than, you, because, it, ', s, too, risky, go, any, restaurant, while, there, are, still, unvaccinated, polluting, air, we, breathe, ., i, can, ', t, "", live, freely, "", because, you, ."
2,"unvaccinated, or, unboosted, are, masks"
3,"what, lovely, person, ,, not, james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, #, foxnews"
4,"new, :, ca, ’, s, case, rate, has, decreased, by, 65, %, since, our, omicron, peak, ., our, hospitalizations, have, stabilized, across, state, ., our, statewide, indoor, mask, requirement, will, expire, 2, /, 15, ., unvaccinated, people, will, still, need, wear, masks, indoors, ., get, vaccinated, ., get, boosted, ."
5,"yet, we, quarantine, symptomless, unvaccinated, let, super, spreader, vaccinated, how, does, that, make, sense"
6,"i, speak, everyone, when, i, say, tax, unvaccinated"
7,"we, won, ', t, stop, unvaccinated, people, voting, ., legally, ,, we, can, ', t, ., voting, is, compulsory, all, enrollled, voters, ."
8,"breaking, :, ', s, administration, announces, that, california, ’, s, statewide, indoor, mask, requirement, will, expire, feb, ., 15, ., but, unvaccinated, people, must, still, wear, masks, indoor, public, settings, ."
9,"god, bless, israel"
10,"according, cdc, /, health, canada, vaccines, minimize, symptoms, but, not, transmissibility, unvaccinated, truckers, will, feel, symptoms, get, isolated, icu, if, they, get, infected, 19, times, more, than, vaccinated, people"
11,"how, will, unvaccinated, people, be, identified, honor, system"
12,"everyone, ,, please, stop, believing, rhetoric, that, it, ', s, just, anti, -, vaxxers, dying, covid, ., this, disease, is, still, killing, people, —, vaccinated, ,, unvaccinated, ,, putting, themselves, at, risk, ,, or, doing, everything, right, ."
13,"february, 15, ,, california, ’, s, statewide, indoor, mask, requirement, will, expire, ., unvaccinated, people, must, still, wear, masks, indoor, public, settings, ., cases, have, decreased, 65, %, since, omicron, peak, ., stay, vigilant, ,, get, vaccinated, ,, get, boosted, ."
14,"i, wish, i, could, actually, run, into, one, these, tough, guys, ., james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, #, foxnews"
15,"what, about, us, mandate, that, won, ’, t, allow, truckers, enter, their, country, at, all, if, unvaccinated, how, does, this, action, canada, change, that"
16,"well, i, ’, m, still, unvaccinated, i, ’, m, covid, free, i, hope, stay, this, way"
17,"is, that, best, you, got, biden, is, apparently, that, stupid, ., he, said, his, mandates, were, protect, vaccinated, unvaccinated, ., admission, vaccines, failure, ,, if, i, ever, heard, one, ."
18,"blood, tribe, department, health, covid, -, 19, stat, tracker, february, 7, ,, 2022, all, blood, reserve, vaccinated, unvaccinated, members, are, strongly, encouraged, continue, follow, all, covid, -, 19, safety, measures, ,, including, blood, tribe, covid, -, 19, enhanced, safety, measures, ."
19,"maybe, he, needs, anger, management, classes, james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face"
20,"baahahahahahacat_with_tears_of_joy, angry, rant, by, bald, headed, dweebdisguised_face, just, bring, itflexed_biceps, james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, |, fox, news, "", james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, |, fox, news, """
21,"that, ', s, problem, ., just, get, your, three, is, insufficient, ,, there, is, still, need, npis, ,, even, if, you, want, wash, your, hands, unvaccinated, ."
22,"by, keeping, hospitals, /, icu, beds, free, ., by, transmitting, at, much, lower, viral, dose, than, unvaccinated, people, ., it, ’, s, not, rocket, salad, ."
23,"since, it, can, cost, almost, million, bucks, spend, week, icu, ,, everyone, is, paying, this, with, insurance, or, medicaid, or, medicare, ,, i, ', d, like, see, how, much, actual, hard, dollar, cost, is, going, be, applied, all, vaccinated, people, by, unvaccinated, ., we, have, data, ."
24,"with, respect, ,, we, ', re, not, playing, any, games, ., fact, is, that, we, don, ', t, know, election, date, ,, which, makes, predicting, conditions, unknown, date, difficult, ., we, are, talking, all, venues, about, requirements, conducting, vote, ,, including, access, unvaccinated, people, ."
25,"gop, rep, ., cline, introduces, bill, bar, organ, transplant, centers, denying, service, unvaccinated, #, smartnews"
26,"james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, ,, "", but, not, joe, rogan, ., he, can, punch, back, ."""
27,"currently, taking, great, course, “#, mindware, :, #, criticalthinking, information, age, ”, it, has, helped, me, significantly, understand, #, reasoning, +, #, statistics, how, &, amp, ;, why, #, unvaccinated, are, at, greater, risk, #, covid19, hospitalizations"
28,"most, icu, ', s, are, unvaccinated, overwhelming, our, health, care, system, ."
29,"what, pos, bring, it, clown, ~&, gt, ;, james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, #, foxnews"
30,"it, is, not, experimental, ., that, just, further, goes, show, your, ignorance, ., it, significantly, reduces, hospitalizations, death, ., we, know, that, because, we, see, number, people, who, are, hospitalized, dying, covid, that, are, vaccinated, versus, unvaccinated, ."
31,"over, last, 90, days, ,, unvaccinated, county, residents, have, died, at, rate, 18, ., 72, times, higher, than, those, who, were, vaccinated, ."
32,"yeah, unbelievable, how, racist, it, is, ask, id, ., don, ’, t, they, know, poc, can, ’, t, get, them, easily, ., especially, with, this, temporary, inflation, ., thanks, unvaccinated, jerks"
33,"i, once, spent, 12, hours, er, with, my, daughter, waiting, help, because, hospital, was, too, filled, with, unvaccinated, covid, patients, ., i, think, one, 30, -, something, dude, may, have, died, while, we, were, sitting, this, ., that, day, sucked, ."
34,"james, carville, :, i, want, punch, ', piece, s, --, t, ', unvaccinated, people, face, “, i, just, want, punch, you, god, ----, ed, face, ., that, ’, s, way, i, look, at, these, people, .”, reporting"
