,0
0,"How, do, you, capture, a, hole, over, 900, yards, in, par, 7, ?, Do, you, hit, the, driver, three, times, ?, !!, rolling_on_the_floor_laughing"
1,"honestly, same"
2,"recently, all, tiny, homes, krekorian, ’, s, district, were, quarantine, if, you, are, not, vaccinated, covid, -, 19, during, that, you, have, stay, campus, entire, length, quarantine, no, leaving, so, some, folks, left, because, they, didn, ’, t, want, be, holed, up, weeks"
3,"speaking_headtold, off, speaking_head, insurance, company, today, asking, if, i, was, vaccinated, because, they, were, making, home, visits, ., said, ., illegal, ask, ., askeTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry, r, u, mandating, that, all, ur, clients, be, "", vaxxed, "", must, not, be, following, science, all, those, vaxxes, do, is, create, adverse, events, face_with_rolling_eyes"
4,"welp, ., this, brave, kid, is, re, -, enrollling, at, tomorrow, ., he, ', s, now, fully, vaccinated, we, ', re, doing, what, we, can, protect, him, weak, leadership, hoover, superintendent, some, school, board, members, ., i, ', m, still, salty, about, burdens, adults, force, kids, ."
5,"people, getting, sick, not, vaccinated, her, community"
6,"how, i, feel, after, scrolling, twitter, some, days, ."
7,"justin, trudeau, you, ’, ve, lost, my, confidence, because, you, have, not, showed, any, leadership, ., division, country, has, increased, under, your, leadership, ., i, will, not, vote, you, again, ., double, vaccinated, ottawa, ."
8,"i, think, vaccines, will, make, deadlier, variant, because, its, going, act, just, like, #, mrsa, does, ., bacteria, became, drug, resistant, when, not, killed, off, &, amp, ;, allowed, infect, patients, ., this, could, happen, this, virus, scenario, as, virus, is, vaccinated, ppl, infecting, &, amp, ;, transmitting"
9,"how, about, our, governor, deciding, drop, mask, mandate, “, for, vaccinated, people, ”, recapitulating, exact, same, mistake, cdc, made, when, facing, delta, -, which, caused, enormous, problems, ."
10,"smiling_cat_with_heart, -, eyesT, -, Rex"
11,"ah, ,, ok, ., i, was, going, by, fact, that, it, seemed, most, normal, remaining, four, ,, which, makes, it, more, likely, escape, notice, these, lists, ."
12,"this, is, super, important, stuff, ., then, there, is, role, our, current, property, tax, structure, forcing, long, -, time, homeowners, sell, happened, one, our, neighbors, because, tax, bill, based, current, "", market, value, ""."
13,"i, think, we, have, capacity, now, after, 2, years, ., we, know, how, deal, with, it, ., sask, has, 30, icu, patients, 17, direct, covid, ,, 13, incidental, ., numbers, are, coming, down, ., omnicron, not, as, deadly, ., we, need, plan, not, always, fear, based, decisions, ., i, wan, everyone, vaccinated, too, but, 100, %, unrealistic"
14,"i, want, that, so, hard, but, i, missed, sale, ."
15,"i, look, forward, it, taphonomy, is, awesome"
16,"teacher, guilt, is, such, bs, :, i, have, remind, myself, that, mild, tbis, can, still, be, debilitating, it, ’, s, okay, take, time, off, my, brain, heal, ., it, ’, s, absurd, that, i, still, feel, guilty, ."
17,"if, you, ’, re, vaccinated, no, need, worry, ., your, vaccine, combined, with, your, mask, ,, perfectly, safe, right"
18,"lmao, ., he, said, what, he, said, ."
19,"#, rachelmaddow, says, :, “, no, matter, why, you, may, have, put, off, getting, vaccinated, past, --, no, judgment, --, now, is, time, actually, go, do, it, ., because, we, ,, as, country, ,, cannot, afford, you, having, go, hospital, right, now, .”, 02"
20,"34, °, maine, today, feels, downright, tropical"
21,"“, because, alfred, has, your, suicide, booth, all, ready, you, ”"
22,"perhaps, talk, truckers, organization, who, claim, 80, %, truckers, vaccinated, ., these, truckers, ottawa, don, ’, t, truck, east, u, can, bet, your, bottom, dollar, ., so, with, that, said, why, r, towers, ottawa, reluctant, act, ., they, would, not, lose, business"
23,"they, are, vaccinated, ,, ted"
24,"id, go, knicks, game, you, mean, id, &, amp, ;, your, gestapo, pass, go, ., you, need, show, id, get, vaccinated, ."
25,"if, you, are, going, us, as, trucker, you, must, be, fully, vaccinated, this, pre, -, requisite, is, not, just, canada, ’, s, books, it, ’, s, easier, protest, here, bc, our, police, don, ’, t, use, excessive, force, generally, american, cops, do, tear, gas, wld, b, flowing, s, border, #, cdnpoli, #, cdnpolitics"
26,"here, ’, s, your, daily, reminder, that, more, than, 88, %, canadians, are, fully, vaccinated, ."
27,"i, think, it, ’, s, pretty, safe, assume, it, ’, s, not, harden, when, you, see, all, reports, only, coming, philly, fact, simmons, isn, ’, t, vaccinated, got, be, big, no, bk, ., move, is, move, tobias, whatever, possible, 3, way, w, okc"
28,"i, hope, u, start, releasing, real, content, ., like, how, kids, should, be, remote, &, amp, ;, not, have, sacrifice, their, health, 4, u, people, make, point, ., masks, should, be, required, ,, students, &, amp, ;, staff, should, be, vaccinated, ,, &, amp, ;, anyone, who, has, problem, w, /, protecting, kids, can, keep, theirs, ."
29,"not, all, states, parse, cases, deaths, by, vax, status, but, massachusetts, does, last, week, 58, %, their, deaths, were, vaccinated, vaxxed, are, not, “, safe, ”, without, high, quality, masks, like, n95, indoor, spaces, or, close, proximity, anyone, can, get, virus, ,, have, severe, case, or, die"
30,"that, dude, was, doing, 4, ., 5, 40, yard, dash, ., nervous, fella, ."
31,"it, ', s, because, i, ', m, part, society, that, i, was, willing, be, vaccinated, show, my, vax, pass, my, phone, ., no, real, health, information, given, other, than, that, ., it, actually, allowed, freedom, ., my, opinion, ."
32,"or, has, he, might, say, ,, "", unpresidented, ""."
