,Text
183,"Safe-N3
Temperature Screening Terminal
with SafeEntry enabled by ID Card
Basic ( Temperature Scanning, Mask Detection )
Enhanced ( Temperature Scanning, Mask Detection, SafeEntry Check In, SafeEntry Check Out… https://t.co/X5y53Xb6Tg"
184,She makes me check out at every SafeEntry @ Jewel Changi Airport https://t.co/2cmczbBvFW
185,"@daphnemaia @ofmeowandbake Normally Singpass, though I will use the tracetogether IC barcode for those need to enter by scanning IC. Certain places are required to implement the SafeEntry NRIC instead the QR."
186,"Quite surprised not more are using SingPass mobile app for SafeEntry. By far it seems to be the most convenient and efficient for me, without having to struggle to scan QR codes.

If you're not using SingPass mobile, any reason why?"
187,"[SG POLL] How do you SafeEntry check-in?

(Choose the option that you use most frequently)

#Singapore #Crowdsource Please share with your followers!"
188,"I mean the SafeEntry app, should have 4 languages"
189,"SafeEntry should support 4 languages
for the seniors to use. So called the National Digital Check In System but only English???
#govtech #smartnation #SGUnited #safeentry
@GovTechSG @IMDAsg @govsingapore"
190,"Contact less delivery + Cash less payment + Safe entry checkin* = New normal 

*Safe entry is Singapore’s one stop checkin / checkout API to be used at every single shop, restaurant, mall, business for easy contact tracing. 
#PostLockdownScenes #COVID19 #Singapore https://t.co/JruZBvaDzh"
191,"Hello, Phase 2 of openings in #Singapore. 1st #pedicure in #Covid times — I had to check in with the #Singapore government #SafeEntry #contacttracing app, fill out a Declaration of Health, get temp checked+hands sanitized before they let me in. All very thorough &amp; efficient. 💪🇸🇬 https://t.co/yMAVPw7A25"
192,"PHYSIO IN SESSION NOW!

Featuring more signages around Rehab &amp; Beyond (@gobeyondrehab), here at corecollectivesg Dempsey

#GoBeyondRehab #CoreCollectiveSG #physiotherapy #safedistancing #safeentry #rehab… https://t.co/qilJw0Jc87"
193,@k1h @kctinkerbell もっとピンポイントで行きたいんじゃないですかね？SafeEntryだとまだムダがある。
194,"Even tho Phase 2 have re-open, remember to take precautionary measures friends and don’t forget to do safe entry wherever you go! Be safe and wear mask at all times 😌✌🏻"
195,"#庆祝美业开工啦
Welcome Back
Reopening 19/6🥳🥳🥳
Looking forward to see everyone soon 

Due to the current COVID-19 situation, we require all customers to scan QR code to ensure safe entry. 

Please follow us on social media👇
Fb: @mygirlsvlog.cwp
Ig: @mygirlsvlog_cwp https://t.co/rfSSv2yutk"
196,I definitely feel safer given the SafeEntry and Trace Together app but then... I’m scared of the asymptomatics 😅
197,@limmingji Don’t forget to use Safe Entry
