,Text
65,"#TraceTogether: How Singapore lost trust on #ContactTracing Privacy

https://t.co/DYaAb8biUI"
66,"Broken promises: How Singapore lost trust on contact tracing privacy 

Guarantees that Singaporean phone data would only be used to fight covid-19 were hollow. The implications could stretch beyond the country’s borders.

https://t.co/18n1e9GAzC"
67,"""What’s happening in Singapore is an example of the exact type of potential privacy nightmare that experts warned might happen with centralized digital contact tracing efforts""

https://t.co/HgFKhbr1X9"
68,@judacris I don’t mind if they access the data but when they first announced it they said it would only be used for contact tracing. Feels like the gov promises are worthless. If they said it would be accessed in the first place I won’t be so pissed off.
69,"Eh? Thought it’s for covid contact tracing only? #TraceTogedderGedder

Singapore Police Force can obtain TraceTogether data for criminal investigations: Desmond Tan https://t.co/3Qa54koDJ9"
70,"@bsmittylondon @grierjason @KarenD92012020 @kinsellawarren Measures here began during Chinese New year, a travel period to and from sing that is busier than you can imagine. Aggressive border closure and contact tracing as well as strict masking."
71,"Got my #tracetogethertoken today.
 get yours as soon as possible 
#covid19 #contacttracing #tracetogether #pandemic #singapore #covid_19 @ Singapore https://t.co/vD6SHm44w6"
72,"@Cleavon_MD Live in Singapore. Very safe. National plan and people protect one another. Mandatory masks, social distancing, technology based contact tracing and quarantine. Restaurants, malls, shops, schools open. 2 cases in about a month. Will take the vaccine when available."
73,"Singapore rules on movie theaters:
- Mandatory check in on government contact tracing app to enter cinema. As well as the mall housing it.
- Every other pair of seats blocked off
- Masks mandatory at all times unless you're physically at that moment putting popcorn in your mouth"
74,"""We don't think any of these systems has been shown to be effective, actually reducing transmission of covid-19"" 

Look at countries like Singapore. Contact tracing (+ mask wearing) is required. Community cases have been zero for several months. It works.

https://t.co/aa4Gf2wGba"
75,Had drinks with friends at a pub last night and only remembered to check out at 2pm today. Whichever contact tracing officer sees my account is going to think that I have a bit of a drinking problem.
76,Bravo sa bilis ng responsed ng SG at contact tracing. partida nasa Pinas ung nagpositive but still SG did their part effectively.
77,"#ContactTracing apps promised big and didn’t deliver

https://t.co/TXVET00TAf"
78,"@HarvardBiz YES.   In Singapore, good citizenship and focus on the common good over individualism are as important as wearing masks, social distancing and contact tracing."
