,0
0,"same, consideration, couid, ,, it, ', i, just, anti, -, baxter, propaganda, that, your, group, buys, in, ., i, ', i, sorry, ,, but, there, is, no, restriction, freedom, ., you, are, still, free, not, get, vaccinated, ,, but, as, consequence, you, renounce, certain, rights"
1,"this, chart, shows, that, :, vaccinated, self, -, select, low, risk, ,, as, evidenced, by, risk, two, ., ex, ratio, day, one, then, ,, significant, immune, depression, following, jab, ,, with, increased, odds, infection, then, it, takes, two, weeks, just, get, back, baseline, day, one, ."
2,"this, protest, is, not, against, vaccines, ., most, these, protesters, people, are, fully, vaccinated, ., instead, this, protest, is, against, track, &, amp, ;, trace, technology, ,, digital, vaccine, passports, &, amp, ;, vaccine, mandates, ., also, that, this, track, &, amp, ;, trace, technology, will, be, used, after, pandemic, ."
3,"let, i, i, make, better, future, than, one, where, democracy, dies, because, lawmakers, are, too, beholden, special, interests, act, ."
4,"still, gonna, wear, mask, protect, my, autistic, preschoolers, who, can, i, i, get, vaccinated, or, wear, masks"
5,":, i, the, most, poignant, failure, as, that, democrats, progressives, ,, who, ,, when, they, controlled, congress, white, house, ,, failed, enact, reforms, i, such, as, voting, rights, expanded, child, tax, credit, i, that, would, have, tipped, balance, back, toward, democracy, i"
6,"guys, :, two thousand and five, ,, sandy, berger, lost, his, law, license, ,, was, stripped, his, security, clearance, ,, was, fined, $, fifty, ,, zero, ,, was, sentenced, two, years, probation, one hundred, hours, community, service, smuggling, exactly, four, documents, out, national, archives, ., four, documents, ."
7,"or, ,, now, stay, with, me, here, ,, pandemic, is, changing, into, endemic, as, forecasted, with, more, people, vaccinated, we, can, begin, return, something, closer, normal, ., good, god, ,, this, is, surprise, you"
8,"please, don, ', i, ., please, continue, masks, ., couid, is, lethal, sneaky, bit, $, i, omicron, i, cousin, is, coming, so, why, even, say, this, do, you, not, give, shit, about, kids, under, five, most, kids, aren, ', i, vaccinated, cuz, their, parents, are, idiots, ."
9,"nope, ,, that, ', i, why, i, asked, why, they, were, protesting, because, they, ', re, all, adults, whose, parents, had, vaccinated, otherwise, someone, with, polio, should, have, spoken, up, by, now, ., i, ', i, not, saying, that, they, don, ', i, have, right, protest, either, ."
10,"exactly, i"
11,"please, tell, us, what, misinformation, vaccinated, pro, -, vaccine, joe, organ, said, ."
12,"rhythmic, gymnastics, is, hotbed, eating, disorders, ,, what, i, understand, ."
13,"true, ., amusingly, put, ."
14,"getting, ready, with, my, coworker, last, night, go, clean, up, our, very, sick, couid, patient, once, again, ., looking, forward, day, when, we, don, ', i, have, dress, like, astronauts, order, stay, safe, do, our, work, ., please, get, vaccinated, ., please, ."
15,"it, took, them, year, do, this"
16,"no, need, worry, republicans, don, ', i, work, i"
17,"that, still, works, out, five hundred, deaths, day, among, vaccinated, americans, recent, weeks, ., this, is, inversion, typical, base, -, rate, fallacy, ., recall, :, if, one hundred, %, americans, were, fully, valued, ,, one hundred, %, deaths, would, be, among, fully, valued, ., that, wouldn, i, i, mean, anything, about, ve, ."
18,"one, /, we, are, no, longer, tracking, %, people, "", fully, vaccinated, i, instead, ,, we, ', re, focusing, doses, given, within, last, six, months, ,, which, are, more, likely, provide, protection, ."
19,"let, i, i, talk, about, your, daughters, school, ., do, they, have, mask, mandates, do, they, have, be, vaccinated, what, have, you, done, stop, that"
20,"i, am, tripled, vaccinated, wear, mask, wherever, it, is, recommended, ., not, that, i, think, they, help, much, but, i, don, ', i, want, people, feel, anxious, ., my, issue, was, hypocrisy, ., tired, seeing, leaders, who, impose, mandates, ,, violating, rules, they, set, ."
21,"do, you, believe, #, january6th, insurrection, was, i, legitimate, political, discourse, i, like, your, party, does, hundreds, police, officers, were, harmed, several, ultimately, died, because, what, happened, that, day, ., you, can, i, i, support, police, i, i, stance, about, insurrection, ."
22,"you, don, i, i, get, chicken, pox, because, kids, get, vaccinated, against, it, now, ., person_shrugging, i, male_sign, i"
23,"how, many, percent, people, are, dying, couid, when, vaccinated, what, is, age, range, people, are, most, likely, die, couid, even, if, they, are, fully, vaccinated, ryan, mcmahon"
24,"it, i, i, sad, that, million, americans, lost, their, lives, because, trump, gop, tried, cover, up, pandemic, ., remember, ,, more, than, ninety, percent, all, new, couid, cases, are, people, who, have, not, been, vaccinated, ."
25,"they, just, asked, me, get, couid, test, thursday, ., which, means, i, ', all, be, close, contact, with, drew, iy, already, requires, you, be, fully, vaccinated, ."
26,"you, go, twitterraised_fistmedium_skin_toneraised_fistmedium_skin_toneraised_fistmedium_skin_tone"
27,"my, grand, -, nieces, ,, ab, addie, ,, have, sold, more, than, four hundred, boxes, girl, scout, cookies, can, you, help, them, meet, their, goal, sell, cookies, all, fifty, states, buy, online, them, at, link, below, ."
28,"it, i, i, not, contest, ., get, vaccinated, lose, weight, ."
29,"important, data, about, long, couid, ., i, we, don, i, i, know, long, term, side, effects, vaccine, i, crowd, ., it, i, i, not, worth, risking, long, couid, get, vaccinated"
30,"we, always, did, boston, brown, bread, old, commercial, can, ., tin, foil, top, ., probably, not, healthiest, ., haven, i, i, made, that, or, indian, pudding, ages"
31,"once, they, ', re, all, vaccinated"
32,"thank, you, so, often, biden, says, that, hospitals, there, are, only, occasional, vaccinated, person, news, keeps, showing, doctor, saying, at, her, hospital, only, one, or, two, it, most, are, vaccinated, yet, that, is, just, not, true, ., pandemic, unpaid, is, false, &, amp, ;, forgets, those, vulnerable"
33,"we, ', re, good, ."
34,"ninety, %, who, are, vaccinated, are, not, protesting, -, they, i, re, continuing, work, ., it, i, i, other, ten, %, funded, by, far, right, us, agitators, who, have, occupied, downtown, week, ,, displaying, nazi, symbols, ,, calling, death, am, ,, harass, threaten, women, ,, pop, ,, homeless, ,, &, amp, ;, residents"
35,"if, anything, ,, things, skating, have, gotten, worse, ,, when, that, book, was, published, ,, it, was, still, possible, skaters, their, is, win, world, olympic, titles, ., those, days, are, gone, ."
36,"i, never, lost, any, my, rights, ,, tomb, ., i, chose, get, vaccinated, but, if, i, hadn, i, i, made, that, choice, then, i, would, accept, fact, that, there, were, some, things, i, couldn, i, i, do, or, places, i, couldn, i, i, go, ., my, choice, ."
37,"you, ', re, one, citing, study, that, says, "", """
38,"*, commits, woo, *"
39,"it, has, refried, beans, ., some, reason, ., because, i, guess, having, regular, kidney, ,, pinto, ,, or, black, beans, ,, or, chickpeas, ,, would, be, too, much, texture, fiber, ,, lack, lard"
40,"well, i, flirt, with, you, smirking_face"
41,"you, mean, ones, that, all, got, vaccinated, those, ones, thinking_face"
42,"also, ,, can, we, all, remember, moment, every, single, canadian, is, required, get, vaccinated, enter, or, leave, canada, when, not, crossing, as, part, their, job, ., demands, truckers, looks, little, bit, like, precious, snowflake, demands, ., no, ,, you, ', re, really, not, that, special, ."
43,"it, is, not, safe, rescind, mask, mandates, because, not, enough, children, are, vaccinated, ., this, is, what, doctors, say, ., listen, doctors, ., #, wearamaskface_with_medical_mask, #, getvaccinated, #, vaccineswork"
44,"big, lie, is, convoy, complaint, was, mandate, forcing, truckers, be, vaccinated, ., there, ', i, no, such, mandate, face_with_symbols_on_mouth, cpu, agenda, force, put, resign, ., not, happening, ., now, pa, premiers, will, lift, mandates, they, controlled, all, time, &, amp, ;, say, am, failed, act, causing"
45,"belated, but, we, ', all, worth, wait, birthday, present, my, parents, ."
46,"i, know, i, may, sound, daft, ,, but, i, keep, thinking, -, one, they, are, fully, vaccinated, adults, two, kids, were, too, young, be, valued, three, blue, states, are, starting, remove, school, mandates, so, four, signaling, end, is, near, ., unfortunately, ,, this, is, all, way, too, nuanced, gop, not, make, negative, ads"
47,"one, /, three, vaccinated, americans, cut, ties, over, vaccine, ., wow, ., if, you, ', re, curious, about, discussing, this, more, ,, we, ', re, running, session, "", the, relational, cost, digital, disinformation, "", at, upcoming, byte, conference"
48,"i, happened, agree, with, this, nut, job, ,, enough, with, masking, kids, ., both, mine, are, vaccinated, had, loved, december, ,, they, need, oxygen, ., time, lift, these, rules, ,, enough"
49,"must, be, farmer, after, all, ,, women, are, not, tiny, helpless, peepers, but, strong, adults, willing, get, themselves, their, children, vaccinated, ."
50,"tens, thousands, canadians, have, had, be, vaccinated, work, ..., decades, ., read, collective, agreement, almost, any, hospital, ., never, mind, fact, that, it, ', i, temporary, policy, ., this, is, just, anti, -, van, protest, ."
51,"healthy, lifestyle, plus, getting, fully, vaccinated, boosted, is, orders, magnitude, better, yourself, others, around, you, than, healthy, lifestyle, alone, ., one, is, not, substitute, other, ."
52,"as, i, said, i, would, believe, this, is, if, rest, population, was, vaccinated, we, could, reach, herd, immunity, by, vaccine, ."
53,"thank, you, reading, sharing, ., humbled, honored"
54,"kids, suffer, couid, ., get, them, vaccinated, ., #, vaccineswork"
55,"hope, you, feel, better"
56,"wife, vaccinated, ,, i, i, i, not, ., both, got, couid, thanksgiving, week, day, apart, ., same, symptoms, ,, same, outcome, ., no, difference, between, us, ., not, double, blind, study, ,, just, anecdotal, ., still, ,, it, i, i, emblematic, disinformation, provided, by, our, own, government, ."
57,"wasn, ', i, guy, left, super, troopers"
58,"people, don, ', i, get, why, vaccines, are, required, before, transplant, surgery, ., this, is, why, ., no, immunity, after, transplant, even, if, you, get, vaccinated, ."
59,"that, ', i, amazing, ..., but, it, sure, is, coldcold_facecold_face"
60,"horrible, that, they, couldn, i, i, wait, until, under, five, could, be, vaccinated, ., pouting_face"
61,"i, know, guy, that, had, his, ten, year, old, vaccinated, two, weeks, later, kid, had, heart, attack, ., very, healthy, kid, with, no, issues, before, shot, ."
