,0
0,"nevertheless, ,, if, you, still, refuse, get, vaccinated, ,, fine, ., do, yourself, favor, ..., vitamin, i, daily, ,, elderberry, daily, ,, multivitamin, daily, ,, magnesium, citrate, daily, ,, ke, daily, ,, eat, healthy, ,, exercise, at, least, two, -, three, times, /, week, ., don, ', i, take, dumb, risks, ."
1,"apparently, our, county, is, island, i, everyone, around, us, will, drop, it, if, vaccinated, ., we, are, still, stranded, ."
2,"your, trump, caused, inflation, needlessly, shutdown, most, country, that, didn, ', i, need, be, shut, down, ., they, are, backing, off, now, because, people, that, matter, are, vaccinated, protected, ., republican, voters, are, free, self, -, eliminate, ., just, leave, reserve, hospital, capacity, ."
3,"meanwhile, representative, massive, ,, only, fifty-five, %, your, state, is, vaccinated, ,, more, than, thirteen, ,, zero, +, kentuckians, have, died, couid, ., one, ., two, i, cases, four, ., five, i, citizens, ., almost, twenty-seven, %, people, our, state, have, had, couid, ., you, must, be, soooo, proud, backhand_index_pointing_down"
4,"i, totally, agree, ., i, was, scheduled, get, vaccinated, late, jan, two thousand and twenty-one, but, ,, jan, one, two thousand and twenty-one, i, got, couid, have, continued, show, antibodies, since, so, i, should, not, be, forced, get, vaccine, ., makes, zero, sense, natural, immunity, is, real, so, why, get, vaccinated, now"
5,"i, know, so, many, people, that, have, gotten, couid, lately, vaccinated, too"
6,"no, ., being, vaccinated, works, everyone, everyday, ., when, faci, says, we, don, i, i, have, wear, one, anymore, ,, mine, comes, off, gradually, ,, geared, my, immunity, quotient, at, time, ,, as, well, as, known, infection, rate, at, time, ."
7,"that, i, i, because, we, have, extraordinary, public, health, ,, work, home, infrastructure, built, in, ,, we, i, re, extremely, wealthy, ., plus, we, i, re, ninety, %, vaccinated, ., nothing, do, with, masking, children, ."
8,"children, are, lowest, risk, having, any, complications, if, they, do, get, couid, ., parents, need, say, no, more, masks, ., pandemic, started, out, that, children, were, going, kill, grandma, now, it, i, i, children, are, still, going, kill, triple, vaccinated, teachers"
9,"i, ', i, sure, she, has, something, say, about, idiots, burning, books, ."
10,"oh, ,, my"
11,"probably, ., i, i, i, going, be, assuming, that, everyone, i, see, stores, ,, etc, i, without, mask, isn, i, i, vaccinated, ,, avoid, them, places, they, congregate, ."
12,"least, surprising, tweet, day, ,, really, ."
13,"very, annoyed, how, nobody, seems, care, about, well, being, people, with, secret, health, issues, ,, vaccinated, or, not, ,, just, wants, everyone, get, infected, so, they, can, go, their, local, bar, assume, everyone, who, dies, couid, now, is, anti, -, baxter, ."
14,"so, we, don, ', i, care, about, people, who, are, not, vaccinated, boosted, also, ,, like, ,, we, should, be, trying, reduce, number, flu, deaths, car, deaths, as, well, ., fact, ,, we, have, been, ."
15,"they, also, have, completely, discounted, naturally, acquired, immunity, ., someone, who, has, that, &, amp, ;, isn, i, i, vaccinated, is, probably, safer, be, around, than, triple, jabbed, person, ."
16,"i, ', i, constantly, confounded, at, how, few, get, this, &, amp, ;, yet, how, virtually, all, them, have, also, managed, get, married, many, them, several, times, now, first, place, ., doubly, so, my, decade, living, south, ,, where, wives, ,, dogs, &, amp, ;, children, are, largely, viewed, as, household, appliances, ."
17,"you, i, re, doctor, who, is, dancing, telling, people, get, vaccinated, without, knowing, what, you, i, re, talking, about, ., you, should, be, ashamed, ., pediatricians, don, i, i, know, anything, about, whether, vaccine, works, ., they, are, just, mouthpieces, cac, ., you, will, have, blood, your, raised_back_of_hand"
18,"none, vaccinated, people, should, pay, higher, renters, ,, homeowners, ,, auto, ,, health, ,, dental, ,, &, amp, ;, life, insurances, :, because, none, vaccinated, are, reason, inflation, their, actions, have, have, consequences, that, effect, them, not, vaccinated"
19,"i, think, he, ', i, going, announce, end, masks, vaccinated, month, or, two, ., encourage, counties, implement, vaccine, passports, into, public, areas, ., loosen, up, little, tighten, up, other, areas"
20,"key, feature, this, it, ., linc, cult, entry, is, interviews, i, -, russ, conducts, with, number, like, -, minded, individuals, ., one, them, made, comment, that, particularly, stands, out, :, he, claimed, that, lincoln, ', i, sisters, have, no, discernable, talents, are, "", puffed, up, "", political, reasons, ."
21,"remarkable, story, ."
22,"brief, comment, i, wasn, ', i, going, talk, about, "", growing, up, loud, i, mainly, because, i, was, at, gem, show, here, tucson, ,, person, who, wrote, it, blocked, me, back, some, time, after, i, blocked, him, ., fic, itself, is, same, rampant, misogyny, that, passes, his, criticisms, tlhe, ."
23,"yes, twice, first, one, /, twentynine, not, vaccinated, yet, second, time, three, weeks, ago, yes, vaccinated"
24,"oh, no, ., i, i, i, so, sorry, ., so, glad, you, i, re, vaccinated"
25,"one, year, ago, today, my, dad, died, couid, every, single, day, since, i, i, ve, listened, people, argue, about, basic, public, safety, measures, ., get, vaccinated, wear, mask, trust, me, ,, it, i, i, way, less, difficult, than, watching, someone, you, love, die"
26,"tell, him, make, sure, he, knows, that, she, needs, know, about, date, needs, be, vetted, also, ."
27,"no, ,, not, when, ninety, %, truckers, are, vaccinated, ., they, are, fighting, medical, freedom, being, free, do, any, activity, regardless, status, ., not, just, them, but, every, person, ., every, person, should, have, medical, freedom, not, be, demonized, it, nor, marked, as, outcasts, society"
