,0
0,"not, enough, 5, 11, year, olds, are, vaccinated, this, happen, ., plus, ,, their, littler, brothers, sisters, are, not, even, eligible, vax, protection, yet, ."
1,"ca, lift, mask, mandate, vaccinated, people, feb, 15"
2,"parents, trying, get, their, under, 5, children, vaccinated, before, mask, precautions, are, undone, ."
3,"whole, team, is, vaccinated"
4,"not, true, ., i, never, officially, got, covid, ."
5,"this, is, why, i, refused, get, vaccinated"
6,"there, ’, s, tens, ,, if, not, hundreds, thousands, cases, fully, vaccinated, people, contracting, covid, that, would, suggest, otherwise, ."
7,"winter, olympics, are, my, favorite, olympics, ,, i, ’, m, huge, fan, ., i, ’, ve, watched, every, olympics, she, ’, s, competed, in, ,, but, this, year, i, succumbed, my, superstitious, behavior, said, “, maybe, if, i, don, ’, t, watch, ,, she, will, win, gold, .”, boom"
8,"what, mike, is, guild, instructor, is, this, new"
9,"nope, ., once, awhile, things, will, be, low, stock, but, usually, only, few, days, ."
10,"jen, psaki, spit, her, coffee, out, reading, this, johns, hopkins, u, confirms, you, can, be, vaccinated, with, pcr, swab, test, without, knowing, -"
11,"canada, is, 90, %, vaccinated, ,, most, drivers, are, also, ., canada, has, defiant, idiots, too, ., they, aren, ', t, thinking, about, pollution, garbage, left, behind, ,, their, children, have, deal, with, ."
12,"are, 90, %, truckers, who, are, vaccinated, not, essential, any, more"
13,"⁦⁩, ⁦⁩, ⁦⁩, ⁦⁩, have, investigative, journalist, &, amp, ;, camera, follow, plight, few, arizonans, as, they, try, reach, &, amp, ;, communicate, with, sinema, ., do, same, manchin, ., prove, they, aren, ’, t, accessible, ."
14,"dear, brian, ,, there, is, no, need, you, post, twitter, ,, or, even, look, at, anything, twitter, ., you, ’, re, free, delete, your, account, at, any, time"
15,"ummm, here, ', s, thought, dummy, ., i, can, bet, they, are, fully, vaccinated, and, ,, they, require, testing, beforehand, ."
16,"tag, yourself"
17,"vaccinations, save, lives, those, who, are, vaccinated, ;, although, not, always, —, those, with, serious, underlying, disease, are, still, vulnerable, ., social, distancing, ,, sanitation, ,, wearing, masks, is, key, preventing, transmission, ., we, acted, far, too, late, ., other, countries, did, too, ,, though, ."
18,"there, is, gray, area, people, who, don, ', t, take, dewormer, don, ', t, want, vaccine, either, ., how, many, these, vaccinated, people, are, obese, smokers, person_shrugging, ‍, male_sign, ️., both, stupid, put, strains, health, care, ."
19,"bienemy, as, oc, ."
20,"hey, ron, ,, lipstadt, is, superbly, qualified, &, amp, ;, if, you, continue, not, acknowledge, that, ,, you, are, either, seriously, uninformed, or, malicious, ., i, hope, it, ', s, former, but, sadly, suspect, it, ', s, latter, ."
21,"these, company, owners, saying, they, don, ’, t, own, truck, so, their, hands, are, tied, ., you, can, cancel, contract, with, them, take, your, name, off, their, truck, ., that, ’, s, what, you, can, do, ., there, are, plenty, vaccinated, truckers, willing, take, their, place, ., #, consequences, #, truckersgohome"
