,0
0,"dont, think, it, will, sink, pro, vaxxunamused_face, if, things, sank, it, ,, they, never, would, have, got, vaccine, or, booster, eyeeyeunamused_faceperson_shrugging, ‍, male_sign, ️"
1,"yep, ,, i, felt, bit, crappy, after, thr, shingles, vaccines, ,, but, i, never, want, shingles, ."
2,"so, majority, will, never, be, correct, prophesy, only, few, who, held, firm, their, beliefs, faith, god, over, greed, money, employer, mandates, placed, them, pressure, them, get, vaccine, that, isn, ’, t, stopping, plagues, ."
3,"many, us, took, vaccine, because, we, had, no, other, choice, ., mitigations, last, 2, years, did, virtually, nothing, ..., covid, is, never, going, away, so, it, ', s, time, let, young, ,, healthy, ‘, anyone, who, wants, move, on, ’, pandemic, do, so, ...."
4,"because, we, were, misled, ., vaccine, was, never, going, stop, spread, ,, just, merely, keep, people, "", needing, be, hospitalized, "", over, loading, our, healthcare, system, ., that, being, said, ,, i, have, known, fully, vaccinated, people, who, got, really, sick, when, they, got, it, ."
5,"when, trumpers, say, that, lockdowns, don, ', t, work, &, amp, ;, masks, don, ', t, work, &, amp, ;, vaccines, don, ', t, work, ,, isn, ', t, amazing, how, they, don, ', t, realize, that, they, are, reason, they, do, work, but, our, country, never, really, did, any, those, things, so, virus, kept, spreading, 900, ,, 000, dead, americans, because, them"
6,"never, said, that, wasn, ’, t, generally, case, ., was, just, responding, those, saying, vaccines, stop, spread, ., although, i, have, doubts, about, former, too, when, it, comes, boosters, ."
7,"you, don, ’, t, really, believe, they, had, no, knowledge, vaccine, prior, releasing, it, fda, approval, would, never, happen, if, they, hadn, ’, t, conducted, tests, being, able, still, spread, virus, right, what, biden, said, is, complete, misinformation, ."
8,"should, know, that, everyone, not, update, -, to, -, date, never, -, ending, stream, vaccines, are, joining, protest, :"
9,"so, we, never, had, covid, either, ..., if, business, wants, protect, it, ', s, employees, ,, they, can, ask, you, wear, mask, or, show, vaccine, card, ., this, is, america, ., just, because, "", we, never, did, it, before, "", doesn, ', t, mean, we, can, ', t, now, ."
10,"does, vaccine, guarantee, i, won, ', t, get, or, spread, covid, staying, home, never, leaving, is, more, guarenteed, ., is, that, what, you, are, doing, if, you, leave, house, you, put, others, at, risk, ."
11,"no, they, can, ', t, ., they, can, ', t, tell, you, use, certain, brand, ', s, medicine, or, not, get, pregnant, ., we, never, had, show, proof, vaccine, eat, restaurants, or, grocery, shopping, ."
12,"you, have, point, ., i, agree, hundred_points, with, covid, vaccines, ., time, back, off, let, people, who, choose, not, too, deal, with, it, ., never, will, they, be, convinced, if, after, 2, years, they, have, not, #, darwin"
13,"he, got, vaccine, ., you, ’, re, perfect, example, someone, who, doesn, ’, t, listen, just, reads, headline, ., face_with_tears_of_joy, he, has, never, said, vaccine, doesn, ’, t, work, but, it, ’, s, also, okay, question, its, efficacy, because, it, ’, s, clearly, not, doing, job, it, was, promised, ."
14,"if, someone, is, eligible, get, vaccine, no, matter, what, their, age, it, should, be, required, that, they, get, them, ., otherwise, it, will, never, be, over, will, keep, mutating, getting, stronger, while, working, around, vaccines, ."
15,"cpc, never, came, close, forming, govt, ., it, wasn, ’, t, even, close, ., 65, %-, 70, %, canadians, voted, party, that, supported, vaccine, mandates, ., popular, vote, means, nothing, when, 60, -, 70, %, vote, is, split, between, four, left, center, parties, ."
16,"i, have, never, heard, vaccine, that, requires, you, wear, mask, socially, distance, ..., ..., even, after, you, are, fully, vaccinated, ."
17,"most, people, their, 30s, +, were, never, required, vaccinate, hep, &, amp, ;, b, ,, rotavirus, ,, varicella, ,, meningococcal, disease, ,, pneumococcal, bacteria, ,, or, hpv, ., these, vaccines, were, added, post, 1990, ,, most, post, 2000, ., if, you, were, born, 80s, ,, you, only, got, polio, ,, mmr, &, amp, ;, dtp, vax, school, ."
18,"i, never, realized, how, much, athletes, that, train, every, day, world, competition, were, like, credit, cards, ., basically, exact, same, thing"
19,"no, need, chase, your, goal, posts, ., goal, intent, vaccines, have, never, changed, ., your, misunderstanding, ignorance, subject, is, not, my, job, correct, ., speak, with, your, primary, care, physician, ."
20,"second, #, shingrix, shingles, vaccine, was, absolute, nightmare, lit, fig, ;, but, it, will, be, worth, it, never, get, shingles, again"
21,"well, amanda, ,, if, it, was, not, what, is, going, right, now, those, mandates, would, have, never, been, lifted, ., trudeau, has, pre, -, ordered, enough, vaccines, every, canadian, get, at, few, boosters, ., reality, check"
22,"he, didn, ', t, create, any, mrna, vaccines, ., i, don, ', t, think, you, know, what, strawman, is, ,, because, that, ain, ', t, one, ., y, ', all, him, claim, he, invented, mrna, vaccines, ., he, never, made, single, one, ., y, ', all, just, lie, ."
23,"you, ’, re, right, ,, coronavirus, is, not, influenza, never, said, it, was, bc, sarscov2, currently, has, higher, mutation, rate, ,, thus, making, any, hope, eradication, impossible, w, /, our, 2, +, yo, wild, type, spike, based, vaccines, ., back, original, argument, ,, makes, mandating, it, kids, unfounded, ."
24,"getting, vaccine, doesn, ’, t, promise, you, will, never, get, sick, ., you, are, just, as, dis, informed, as, unvaccinated, ., you, are, spreading, your, disinformation, others, ."
