,0
0,"it, ', s, wild, that, covid, has, killed, 18, ,, 000, mostly, -, unvaccinated, americans, last, week, they, don, ', t, seem, care, at, all"
1,"remember, when, kyrie, being, unvaccinated, made, james, harden, do, this, somehow, yeah, ,, let, ’, s, talk, about, it, brooklyn, ."
2,"please, show, me, where, i, said, all, republicans, are, unvaccinated, ., oh, wait, you, can, ’, t, ,, because, i, didn, ’, t, ., maybe, work, some, comprehension, skills, buddy, ., they, ’, re, important, ."
3,"this, is, what, someone, does, when, they, know, they, ’, ve, been, dominated, ., thanks, confirming, bud, ., excited, unvaccinated, r, ’, s, continue, oh, so, tragically, pass, bc, people, like, you, keep, up, fight, loser"
4,"it, ’, s, basically, bunch, unvaccinated, whiners"
5,"they, were, saying, “, the, delicious, irony, someone, saying, ‘, i, ’, m, upset, that, us, won, ’, t, allow, me, because, i, ’, m, unvaccinated, ,, so, i, ’, m, going, throw, temper, tantrum, ,, participate, illegal, actions, ,, which, when, charged, will, now, prevent, me, entering, us, permanently, .’”"
6,"agreement, will, let, unvaccinated, educators, continue, teaching, while, submitting, regular, testing, during, periods, low, virus, transmission, rates, ."
7,"when, it, comes, homeless, situation, la, ,, i, ’, m, so, ashamed, my, city, ., it, ’, s, worse, than, third, world, countries, ."
8,"1, /, u, wanted, address, some, exaggerations, recent, paper, co, -, authored, by, martin, makary, ., "", prevalence, durability, sars, -, cov, -, 2, antibodies, among, unvaccinated, us, adults, by, history, covid, -, 19, """
9,"tell, him, overwhelming, amount, them, would, have, voted, republican, but, they, chose, unvaccinated, route, now, they, ’, re, dead, person_shruggingmedium, -, light_skin_tone, ‍, male_sign, ️"
10,"would, you, feel, comfortable, going, see, unvaccinated, artists, now, that, restriction, exemption, program, is, lifted"
11,"well, they, took, theirselves, down, ,, one, guy, hurt, ,, one, guy, unvaccinated, one, guy, traded, away, ., so, much, this, homie, stuff, ., they, played, 16, games, together, 2, seasons, ."
12,"i, don, ’, t, trust, general, population, enough, be, comfortable, with, this, mask, mandate, lift, ., at, least, los, angeles, is, still, requiring, it, now, &, amp, ;, ca, will, still, require, masks, unvaccinated, ."
13,"""..., unvaccinated, are, guardians, humanity, .."""
14,"you, know, james, harden, gon, be, at, delilah, ', s, tonight, #, sixers"
15,"my, brain, read, this, quickly, as, “, nyc, sets, fire, 3000, unvaccinated, workers, ”, i, did, double, take, ., clearly, my, priors, political, polarization, are, too, high, ."
16,"i, don, ’, t, understand, how, can, take, away, rights, very, people, he, claims, protect, -, bipoc, ,, women, ,, muslims, lgbtq, are, currently, not, allowed, travel, out, canada, if, they, are, unvaccinated, ., #, bipoc, #, women, #, islam, #, lgbtq, #, hypocrisy, #, trudeau"
17,"didn, ’, t, know, kids, below, 5, could, get, vaccinated, ., since, it, ’, s, only, unvaccinated, that, are, dying, it, shouldn, ’, t, be, problem, ,, right"
18,"does, that, team, really, have, kd, kyrie, though, they, ’, re, either, injured, or, unvaccinated, so, bro, gotta, do, it, all, himself, ., best, ability, is, availability, kd, /, kyrie, are, lacking, that, department, ."
19,"i, don, ', t, hate, anyone, ., it, ', s, not, fair, assume, i, hate, people, by, default, ., i, care, people, getting, treatment, they, need, hospitals, fact, is, unvaccinated, people, are, filling, hospital, beds, unneccicarily, people, with, other, treatable, conditions, are, thusly, dying, or, suffering, ."
20,"no, one, said, kids, shouldn, ’, t, get, vaccinated, ., he, was, making, comparison, outcomes, between, unvaccinated, kids, vaccinated, adults, show, how, low, risk, kids, is, ."
21,"that, ', s, right, ., after, taking, zantac, decades, ,, they, linked, it, cancer, small, minority, ., but, yet, ,, i, ', ve, never, gotten, cancer, ., i, repeat, ,, 99, %, all, pandemic, deaths, are, being, unvaccinated, ., what, part, this, do, you, not, understand"
22,"there, will, now, be, pregnant, women, who, will, lose, their, midwives, mere, weeks, their, due, dates, ., combined, with, unvaccinated, pregnant, women, facing, diskrimination, ,, state, prenatal, care, this, province, has, taken, dark, turn, ."
23,"these, are, rapidly, changing, ..., says, city, reached, agreement, with, boston, teacher, ', s, union, key, #, covid, -, 19, policies, ., it, means, unvaccinated, union, members, will, submit, proof, 2, neg, tests, during, low, virus, transmissions, ., next, step, -, boston, city, council, approval, ."
24,"i, propose, some, new, policies, unvaccinated, folks, if, we, play, playoffs, ., thanks"
25,"#, unvaccinated, proud"
26,"is, india, boycotting, unvaccinated, canadians"
27,"no, ., this, goes, back, my, original, point, ., vulnerable, are, as, much, at, risk, vaccinated, as, they, are, unvaccinated, ., that, was, not, case, with, delta, but, is, case, with, omicron, ., that, ', s, why, mandates, are, no, longer, logical, ., vulnerable, need, protect, themselves, ., period, ."
28,"example, my, child, may, not, die, if, she, catches, covid, ., but, she, has, grandpa, fighting, cancer, right, now, ., so, is, she, expected, not, be, around, her, grandfather, because, she, went, classroom, 30, +, unmasked, unvaccinated, kids"
29,"again, ,, those, that, were, jabbed, were, considered, “, unvaccinated, ”, until, two, weeks, after, their, second, shot, or, two, weeks, after, less, popular, j, &, amp, ;, j, ., spikes, you, see, above, fall, “, unvaccinated, ”, timeline, ."
30,"lol, what, are, you, talking, about, ‘, control, group, ’, is, all, unvaccinated, people, ."
31,"stop, with, your, anti, -, vaxx, bullshit, ., here, are, facts, ., 99, %, all, pandemic, deaths, are, among, unvaccinated, ."
32,"well, feds, are, responsible, their, employees, ,, borders, ,, not, letting, unvaccinated, people, into, canada, ,, airlines, ., which, exactly, are, truckers, opposed"
33,"i, ’, m, gonna, go, w, /, 163, ,, 000, preventable, deaths, probably, 200, ,, 000, now, covid, who, were, unvaccinated, thanks, misinformation, spread, by, non, clinicians, w, /, agenda"
34,"no, ., summer, reduced, covid, rates, mean, more, time, prepare, next, fall, avoid, restrictions, ., it, doesn, ', t, help, when, unvaccinated, 11, %, ontarians, make, up, over, quarter, all, hospitalizations, nearly, half, icu, admissions, covid, ."
35,"mostly, unvaccinated, are, filling, our, hospital, beds, ."
36,"maybe, he, has, kids, under, 5, house, who, are, unvaccinated"
37,"seems, that, if, unvaxxed, ,, they, ', ve, chosen, put, themselves, at, risk, ., so, why, should, i, ,, as, vaccinated, person, ,, be, concerned, about, their, decision, put, themselves, largely, only, other, unvaccinated, at, greater, risk"
