,0
0,"fully, vaccinated, ., covishield, and, dose, ."
1,"doss, covishield, vaccine, thanks, ji, rajan, balguhar, ji, ji, happy, birthday, shri, ji"
2,"est, dose, completed, #, covishield, #, vaccines, #, 1stdosecovid19vaccine"
3,"getting, #, vaccinated, today, ., covishield, it, is, ., managed, get, slot, first, dose, after, long, struggle, ., though, there, is, long, line, get, inside, center, ., thankfully, at, least, it, is, windy, today, ."
4,"this, #, covishield, approved, by, fda, but, not, #, coaxing, before, this, came, out, ,, if, somebody, has, taken, first, dose, coaxing, ,, he, will, not, be, taking, his, second, dose, covishield, right, ., please, do, something, about, it, else, those, who, are, already, vaccinated, cannot, go, abroad, ."
5,"first, dose, vaccination, donecheck_mark_button, i, i, i, i, i, i, i, i, i, i, i, i, i, i, i, syringe, #, indiafightscorona, #, vaccinationdonecheck_mark, i, #, covishield, #, staysail, #, stayathome, #, stayhealthy, #, staystrong"
6,"covishield, vaccination, camp, at, shore, bharat, stadium, ,, santoshpur, run, by, #, medicahospitals, is, very, nice, initiative, ., i, got, our, house, help, vaccinated, there, just, while, back, ., booking, slots, through, coin, reign, is, mandatory, ., carry"
7,"#, covid_19, #, covishield"
8,"got, vaccinated, today, ., #, covishield"
9,"mega, special, vaccination, drive, june, with, sunday, ,, throughout, andhrapradesh, ., #, covishield, #, andhrapradesh, #, vizag, #, vizaginsight"
10,"if, any, person, above, forty-five, want, #, covishield, it, is, available, at, name, school, ,, ghansoli, ., no, que, ., both, est, and, dose, available, ., thanks, you, name, secondary, school, no, ., one hundred and five, ,, sector, seven, ,, behind, smart, ,, ghansoli"
11,"respect, team, ,, requesting, update, and, does, covishield, vaccine, option, register, after, with, days, those, who, see, traveling, abroad, asap, ., your, quick, response, is, highly, appreciated, ."
12,"covishield, lagaan, virii"
13,"what, astrazeneca, chief, investigator, says, india, ', i, #, covishield, dose, plan, ."
14,"entire, family, so, sons, is, now, vaccinated, with, est, dose, covishield, now, you, can, shop, your, favorite, cosmetics, so, sons, without, any, fear, "", stay, safe, ,, shop, safe, "", ;, "", stay, well, ,, stay, blessed, "", blossomblossom, do, visit, so, sonsbaby_angel"
15,"sir, ,, panchkula, ,, second, dose, covishield, after, twenty-eight, days, as, per, goi, instructions, being, denied, spouse, /, family, members, persons, who, intent, go, abroad, with, employment, permit, ., please, remove, this, ambiguity, ., regards, ."
16,"bihar, women, given, shots, both, covishield, coaxing, within, five, minutes, interval, i, now, she, is, under, observation"
17,"i, received, sums, message, register, four, i, and, dose, covishield, ., when, i, try, ,, i, get, message, all, dates, ', not, available, ., when, i, open, link, ,, this, picture, appeared, ., none, tel, numbers, here, are, valid, ., why, disgrace, am, country, like, this, by, bluffing, public"
18,"hello, ,, does, anybody, have, logical, &, amp, ;, scientific, leads, about, mixing, est, dose, covishield, with, and, dose, pfizer, thanks, adv, ."
19,"#, awareness, #, covid19, #, coronavirus, #, covishield, #, coronavaccine"
20,"more, or, less, ., basically, ,, us, therefore, all, campuses, there, do, not, recognize, any, van, who, does, not, recognize, yet, ,, so, coaxing, sputnik, are, ruled, out, totally, ., addition, some, campuses, are, not, recognizing, covishield, either, ., unclear, if, that, applies, a, -, i, elsewhere"
