,0
0,"only, time, i, have, ever, been, asked, show, my, vaccine, card, was, get, krispy, kreme, donut, ., there, is, currently, minimal, social, consequences, being, unvaccinated, ., it, shouldn, ’, t, be, surprising, that, covid, is, back, rise"
1,"ced, —, the, unvaccinated, cannot, penalize, those, who, took, care, their, responsibility, trusting, science, ., it, may, be, bold, move, ,, but, either, produce, your, card, or, be, denied, every, public, event, /, venue, ,, including, sporting, events, ., seriously, ."
2,"vaccine, is, only, way, stop, spread, ,, data, proves, it, ,, 99, ., 5, %, people, who, have, been, hospitalized, since, april, were, unvaccinated"
3,"thank, you, all, that, thoughtful, piece, diversity, unvaccinated, population, ., real, communication, challenge, public, health, primary, care, ."
4,"nfl, new, rule, about, covid, -, 19, unvaccinated, players, …, i, love, it, raising_handsdark_skin_tone, stop, being, scared, about, getting, vaccinated, ., i, ’, ve, been, fully, vaccinated, since, may"
5,"my, boss, will, never, fire, me, being, unvaccinated, ,, i, ’, m, essential, worker, ."
6,"you, can, ’, t, be, real, jalen, hater, be, unvaccinated, ., #, facts"
7,"emergency, approval, ,, it, seems, effective, since, 251, 253, people, who, died, covid, monday, were, unvaccinated"
8,"this, is, now, "", pandemic, unvaccinated, """
9,"children, are, also, being, more, affected, by, delta, variant, hospitalization, is, 85, %, more, likely, than, with, alpha, variant, ., 50, %, vaccinated, isn, ’, t, going, cut, it, ., symptoms, ate, worse, ,, so, horrible, death, becomes, more, so, unvaccinated, ."
10,"honest, questions, :, would, unvaccinated, player, get, penalized, if, he, caught, virus, vaccinated, player, -, if, there, is, outbreak, resulting, forfeit, ,, is, vaccinated, player, subject, same, penalty, as, vaccinated, player, **, old, retired, guy, catching, up, tweet"
11,"are, you, insinuating, i, ’, m, outraged, i, ’, m, just, reporting, ., i, ’, m, literally, doing, my, job, ., i, can, ’, t, speak, other, ppl, ’, s, frustrations, ., but, i, will, say, hospitalizations, /, deaths, are, mostly, unvaccinated, ppl, ., unvaccinated, communities, give, opportunities, more, contagious, strains, develop"
12,"we, are, saving, other, unvaccinated, shmucks, that, we, know, love, being, infected, by, us, smart, people, who, may, still, carry, virus, but, thanks, vax, have, little, or, no, symptoms, ., why, is, this, logic, problem, so, difficult, you, libers, figure, out"
13,"headline, should, also, read, “, unvaccinated, don, ’, t, like, spending, time, around, vaccinated, ”, also, ."
14,"dems, talk, about, super, spreader, events, but, mention, nothing, about, people, pouring, thru, boarder, ,, unvaccinated, then, putting, them, plane, dropping, them, different, states, ., why, are, we, not, shutting, down, boarder, due, covid, health, american, people"
15,"i, ’, d, honestly, appreciate, link, some, info, about, “, all, these, people, ”, experiencing, side, effects, ,, cause, i, can, link, you, some, articles, about, vast, majority, recent, deaths, icu, visits, amongst, unvaccinated, ."
16,"first, &, amp, ;, foremost, all, children, should, not, be, going, back, school, if, parents, don, ’, t, have, them, &, amp, ;, themselves, vaccinated, why, should, vaccinated, people, mango, among, unvaccinated, people, that, is, oxsee, moron"
17,"as, opposed, large, number, deaths, unvaccinated, people, ."
18,"not, ostracized, just, physically, isolated, will, do, ., it, ’, s, not, about, shame, it, ’, s, about, scientific, facts, ., virus, spreads, at, overwhelmingly, higher, rate, amongst, unvaccinated, that, allows, virus, survive, mutate, clog, our, hospitals, ."
19,"are, vaccinated, taxs, supposed, support, medical, care, long, haul, covid, that, unvaccinated, contract"
20,"nfl, announced, today, that, if, game, has, be, postponed, due, outbreak, between, unvaccinated, players, or, staff, ,, team, with, outbreak, will, have, forfeit, game, ., i, think, other, sports, leagues, should, do, something, similar, ."
21,"there, ’, s, no, reason, not, get, it, ., even, if, you, ’, re, completely, healthy, ,, there, have, still, been, rare, but, severe, cases, covid, ., you, can, help, stop, spread, mutation, virus, ,, as, it, ’, s, currently, wreaking, havoc, unvaccinated, population, ., please, stop, denying, /, ignoring, facts, ."
22,"highkey, don, ’, t, feel, sympathy, unvaccinated, ., it, ’, s, your, choice, ., your, risk, ., simple, as, that, ., be, safe, is, all, i, can, say, ."
23,"epidemic, unvaccinated"
24,"if, you, aren, ’, t, vaccinated, yet, against, covid, ,, please, take, time, do, it, ., nearly, all, hospitalizations, deaths, are, among, unvaccinated, ., if, not, yourself, ,, do, it, your, loved, ones, neighbors, ."
25,"oh, no, ..., nfl, warns, teams, could, forfeit, games, if, covid, outbreaks, occur, among, unvaccinated, players"
26,"nfl, will, force, teams, forfeit, games, if, outbreak, covid, -, 19, happens, among, unvaccinated, players"
27,"it, ', s, version, corny, bywiss, that, ', s, much, more, contagious, than, original, corny, bywiss, ., don, ', t, worry, ,, though, ., your, mama, is, safe, ,, since, she, has, been, fully, vaccinated, ., delta, corny, bywiss, can, ', t, make, vaccinated, people, as, sick, as, it, as, it, can, make, unvaccinated, people, sick"
28,""", i, saw, peace, ., i, didn, ', t, see, any, more, pain, ., pain, was, just, that, she, was, gone, ."", 47, -, year, -, old, unvaccinated, arizona, mother, 4, dead, #, covid19, ., her, husband, says, that, family, did, not, take, jab, because, fear, side, effects, ."
29,"however, ,, dhop, ', s, original, tweet, is, evidence, vaccinated, have, more, freedom, than, unvaccinated, ."
30,"is, waste, congressional, seat, ., imagine, others, refusing, admit, they, were, vaccinated, &, amp, ;, allowing, unvaccinated, supporters, get, sick, or, die, covid, ., &, amp, ;, support, her, so, if, you, want, politicians, who, put, our, country, &, amp, ;, people, first, ,, vote, dem"
31,"nfl, said, if, you, have, anyone, unvaccinated, you, test, positive, ., team, will, be, punished, by, forfeit, ., not, playing, around, ."
32,"y, ’, all, worried, about, few, unvaccinated, players, ., yet, stadiums, will, be, full, capacity, without, any, hesitation, ."
33,"unvaccinated, people, should, be, cyber, -, bullied"
34,"building, this, point, -, many, nfl, players, may, have, skirted, infection, with, previous, strain, but, are, more, susceptible, delta, if, they, ’, re, unvaccinated, ., transmission, takes, seconds, ,, not, minutes, ., luckily, most, playing, time, is, still, outside, /, ventilated, ."
35,"delta, variant, is, no, joke, ,, far, more, infectious, ,, faster, ,, even, tougher, unvaccinated, ."
36,"yes, ., it, ’, s, not, going, be, 100, %, effective, preventing, cases, but, it, has, worked, quite, well, substantially, slowed, spread, ., about, 99, %, current, hospitalized, patients, are, unvaccinated, ."
37,"statistics, covid, -, 19, cases, among, unvaccinated, people, ."
38,"mexico, is, doing, worse, than, us, but, we, ', re, going, bahamas, november, restrictions, unvaccinated, people, were, insane, ."
39,"none, this, is, directed, at, deandre, btw, ., he, is, one, many, athletes, who, feel, same, way, ., they, are, entitled, deny, vaccine, imo, ,, i, just, feel, with, adjusted, restrictions, unvaccinated, nfl, players, ,, it, would, be, better, get, vaccine, ., that, ’, s, being, forced, them"
40,""", pandemic, unvaccinated, "", #, getvaccinated, #, covid19, #, pandemic, #, thisisourshot, #, vaccinated"
41,"death, innocent, americans, doesn, ’, t, bother, these, cretins, one, little, bit, as, long, as, dosh, keeps, coming, harvesting, gullible, unvaccinated"
42,"i, don, ’, t, know, how, i, feel, about, this, ., linda, zuern, was, anti, -, vaxx, ,, anti, -, immigrant, anti, -, lgbtq, ., she, was, unvaccinated, she, used, her, political, power, try, stop, vaccinations, ma, ., she, thought, covid, was, hoax, ., then, she, died, it, ., misinformation, kills, ., get, vaccinated, ."
43,"dr, ., crossman, tells, me, despite, surge, ,, vaccinated, individuals, who, are, otherwise, healthy, should, feel, ok, continuing, with, their, normal, activities, ., those, that, are, unvaccinated, should, continue, wear, mask, distance, others, #, news13volusia"
44,"it, appears, that, as, many, as, approximately, 1, 4, medical, personnel, are, unvaccinated, at, this, time, ., majority, these, are, states, with, highest, rates, infection, &, amp, ;, some, have, been, found, be, direct, contributors, spread, infection, their, facilities, ."
45,"not, only, will, many, people, not, be, tuning, -, in, because, its, step, play, #, blacknationalanthem, at, games, ,, but, now, it, ’, s, stance, with, #, covid19, #, vaccine, …, microbe, i, ’, d, love, hear, unvaccinated, players, ’, s, thoughts, this, one"
46,"i, have, 100, people, ., 80, them, are, vaccinated, ., 20, are, not, vaccinated, ., 5, unvaccinated, contract, covid, ., 10, vaccinated, contract, it, ., technically, ,, twice, as, many, vaccinated, people, have, covid, right, now, ,, but, that, would, be, false, equivalence, ., do, you, understand, now"
47,"take, away, things, unvaccinated, it, ’, s, no, brainer"
48,"problem, is, million, untested, unvaccinated, illegals, spread, throughout, our, country"
49,"synthetic, chemilcals, included, ,, thanks, ,, no, thanks, ...., nfl, says, covid, outbreaks, among, unvaccinated, players, may, result, forfeiting, games, ,, loss, pay, new, policy"
50,"push, your, trump, success, vaccine, unvaccinated, variants, along, southern, border"
51,"only, people, who, should, be, admitted, entrance, any, hospital, unvaccinated, should, be, only, those, admitted, medical, treatment"
52,"nothing, is, going, work, with, million, illegals, spread, all, over, us, ,, untested, unvaccinated"
53,"france, france, got, it, right, ., get, vaccinated, or, take, your, ball, go, home, ., unlike, lizard, people, or, whatever, ,, you, can, ’, t, just, “, have, different, opinion, ”, this, ., we, all, use, same, hospitals, ., they, ’, re, filling, up, with, unvaccinated, people, right, now"
54,"vaccine, is, not, cure, ., vaccine, is, limit, impact, virus, your, body, ., immunization, prevents, some, period, time, ., that, ’, s, why, word, immunity, is, it, ., it, also, has, proven, successful, against, delta, ., over, 90, %, cases, leading, death, are, unvaccinated, people, ."
55,"also, ,, travel, caribbean, or, some, other, foreign, country, as, unvaccinated, person, see, how, much, "", freedom, "", you, have, compared, me, ."
56,"as, stated, by, french, president, ,, this, time, unvaccinated, can, go, into, lockdown, rest, us, can, get, with, life"
57,"wondering, if, it, ’, s, function, newly, vaxxed, folks, spending, lot, time, with, folks, who, are, still, unvaccinated, therefore, more, likely, be, exposed"
58,"just, opinion, ,, but, i, think, sudden, shift, is, because, they, are, realizing, it, is, killing, unvaccinated, people, their, eyes, are, conservatives, far, more, than, vaccinated, people, their, eyes, are, progressives, ,, whereas, before, vaccine, was, available, ,, it, was, killing, both, sides, ."
59,"saying, covid, -, 19, is, “, pandemic, unvaccinated, ”, is, lazy, person_shruggingmedium, -, dark_skin_tone, ‍, female_sign, ️, kids, under, 12, can, ’, t, get, it, ,, folks, w, certain, health, issues, can, ’, t, get, it, ..., we, should, know, that, while, it, ’, s, “, free, ”, access, isn, ’, t, equal, ."
60,"where, you, getting, statistic, local, hospital, stated, 100, %, covid, patients, hospital, where, unvaccinated, ….."
61,"guys, please, wear, your, masks, everywhere, y, ’, all, go, ., vaccinated, or, unvaccinated, we, have, 2, new, variants, other, than, delta, they, are, way, more, contagious, at, this, point, efficacy, vaccine, is, not, same, as, with, original, variant, ."
62,"…, we, ’, re, unvaccinated, with, history, covid, spending, lot, time, away, vaccinated, if, that, ’, s, case, ,, then, it, could, ’, ve, started, with, fully, vaccinated, people, not, been, able, spread, as, easily, them, due, proximity, ., also, ,, 0, severe, cases, ."
63,"1, ., there, shouldn, ’, t, be, unvaccinated, fans, at, stadiums, arenas, ., 2, ., this, is, dumb, cause, i, ’, m, sure, several, owners, aren, ’, t, vaccinated, ., 3, ., this, proves, time, &, amp, ;, time, again, why, nfl, is, worst, sport, league, ., players, love, game, but, hate, nfl, ,, but, they, can, ’, t, say, that, ."
64,"but, even, if, delta, is, killing, mostly, unvaccinated, ,, there, will, still, be, people, who, will, steadfastly, refuse, vaccination, continue, downplay, virus, its, variants, as, "", hoax, ""., that, is, what, we, need, worry, about, ."
65,"professional, sports, players, can, play, unvaccinated, ,, but, suffer, consequences, if, you, screw, over, your, team, ."
66,"tw, :, death, yes, ,, you, can, still, get, covid, while, vaccinated, ., but, people, that, are, dying, covid, are, unvaccinated, ., i, had, covid, &, amp, ;, i, thought, i, was, gonna, die, ., all, it, takes, is, 2, little, shots, ."
67,"how, can, prove, that, outbreak, was, caused, by, unvaccinated, player"
68,"psaki, cited, cbs, news, poll, that, showed, that, vaccinated, americans, are, more, fearful, about, delta, variant, than, unvaccinated, people, ., "", that, ’, s, clearly, concerning, us, because, unvaccinated, people, should, be, more, fearful, ,"", psaki, said, ."
69,"you, clearly, didn, ’, t, read, it, all, ., they, said, if, you, are, part, outbreak, you, ’, re, among, group, unvaccinated, outbreak, ,, you, may, incur, forfeits, ., if, vaccinated, ,, they, ’, ll, do, their, best, reschedule, ., whether, you, think, it, ’, s, stupid, or, not, it, is, ,, that, ’, s, what, it, said"
