,0
0,"this, is, great, thread, about, founders, supporting, vaccines, ., franklin, was, reformed, anti, -, vaxr, ,, washington, mandated, vaccines, his, troops, ."
1,"if, there, was, only, readily, available, vaccine, that, could, be, used, …., oh, yeah, ,, zero, sympathy, ., anti, vaxxers, are, committing, mass, suicide, ."
2,"massive, anti, vaccine, passport, protest, ,, paris, 28, ., 08, ., 21, ., via"
3,"that, sucks, big, time, ., his, boss, should, not, be, able, get, help, it, ., i, have, had, it, with, anti, -, vaxxers, ,, don, ', t, get, vaccine, ,, you, get, no, help, ."
4,"a1, today, with, ., sparkles, we, spoke, co, -, founders, reopen, san, diego, about, why, they, are, against, mask, &, amp, ;, vaccine, mandates, ;, elected, officials, responses, anti, defamation, league, about, rhetoric, being, used, by, these, groups, ."
5,"end, this, anti, -, vaxxer, bs, ., helicopters, ,, drones, ,, darts, filled, with, covid, -, 19, vaccine, ."
6,"flying, is, privilege, ., they, should, make, vaccines, mandatory, at, this, point, ., we, need, use, *, almost, *, everything, our, toolbox, get, people, decide, vaccinate, ., this, will, work, better, than, gvmnt, mandates, "", vaccine, hesitant, "", idgaf, about, anti, -, vaxxers, ,, stay, home, cry, ."
7,"anyone, who, calls, themselves, “, holistic, ,, wellness, nutritional, specialist, ”, but, spreads, anti, -, vaccine, misinformation, propaganda, is, fraud, ., trash, ., unfollowing, telling, everyone, i, know, avoid, ., #, proscience, #, antistupid"
8,"how, you, are, anti, -, vaccine, but, would, inject, yourself, with, horse, dewormer, ivermectin"
9,"you, can, thank, anti, -, vaccine, sk, government, killing, their, own, people, ."
10,"course, i, got, vaccine, ,, i, went, around, smelling, dank, two, years, because, y, ’, all, told, me, anti, perspirant, would, give, me, breast, cancer, ."
11,"antiscience, antivaccine, aggression, now, linked, conservative, movement, america, played, out, nightly, news, outlets, ,, state, governments, ,, even, members, us, congress, is, deliberate, ,, organized, ,, diabolically, strategic"
12,"thanks, everything, you, do, ,, dr, ., america, is, grateful, ., it, may, be, help, anti, -, vaxrs, people, who, are, genuinely, fearful, about, vaccine, ,, hear, about, success, stories, like, denmark, Denmark, who, is, now, removing, covid, -, 19, restrictions, after, reaching, 71, %, full, vaccination, rate, :"
13,"maybe, that, ’, s, because, magarepublicans, ,, or, those, who, are, still, anti, vaccine, crowd, who, are, going, end, ’, s, earth, look, “, the, cure, ”,, are, nothing, more, than, parasites, our, society, anyway, ."
14,"they, had, tweets, that, some, people, felt, was, anti, vaxx, re, :, covid, vaccine, vaccine, mandates, ."
15,"conservative, anti, –, vaccine, talk, radio, host, marc, bernier, dies, covid"
16,"rightly, so, .., it, will, unfortunately, take, death, someone, close, anti, vaxxer, realize, that, masks, vaccines, save, lives"
17,"never, rejoice, another, person, ’, s, death, ,, but, these, prominent, anti, -, vaxxers, keep, telling, others, not, do, it, then, die, it, ., you, ’, d, think, this, would, be, wake, up, call, ,, but, it, just, gets, chalked, up, “, he, was, older, ”, or, “, but, we, don, ’, t, have, enough, data, vaccines, ”., well, ,, covid, ."
18,"anti, -, vaccine, influencers, that, are, dying, covid, -, 19, have, one, point, honor, their, favor, :, they, lived, anti, -, vax, rhetoric, they, promoted, ., this, is, unlike, duplicitous, foxnews, talkers, who, ,, while, casting, fear, doubt, about, vaccination, are, themselves, vaccinated, ."
19,"i, am, with, you, both, ., i, first, met, them, some, years, before, trump, was, elected, when, they, were, promoting, antivaccine, misinformation, ., my, opinion, them, have, not, improved, ."
20,"anti, -, vaccine, /, anti, mask, gang, is, murder, cult, ."
21,"perfect, ,, i, suspect, that, many, anti, crowd, -, masks, ,, vaccine, ,, covid, itself, ,, election, results, -, have, one, thing, common, ., they, ’, ll, *, never, *, admit, they, are, wrong, ., some, cases, ,, they, ’, d, rather, die, first, ., btw, ,, i, ’, ve, always, believed, that, know, -, it, -, alls, are, deeply, insecure, ."
22,"folks, ,, help, healthcare, workers, doctors, by, shaming, any, anti, -, vaxxer, ,, anti, -, masker, ,, fake, vaccine, card, holder, ,, etc, ., confront, them, loudly, publicly, needless, deaths, devastation, that, people, like, them, have, brought, into, what, was, civil, society, ., skull, raised_fistmedium_skin_tone"
23,"police, captain, who, refused, vaccine, took, anti, -, parasitic, ivermectin, combat, #, covid19, dies, virus, ., -, lethal, propaganda, ,, please, stop, ."
24,"guy, year, ahead, me, college, who, was, vocally, anti, -, vaccine, is, now, life, support, with, covid, ., so, incredibly, sad, ., his, timeline, has, number, posts, about, why, vaccine, is, unnecessary, &, amp, ;, harmful, ., not, gloating, here, ., just, want, my, friends, make, good, choices, ."
25,"that, ’, s, problem, nyc, ., mayor, de, blasio, would, be, allowed, near, our, grandmas, based, his, j, &, amp, ;, j, vaccine, ,, while, someone, with, confirmed, prior, infection, wouldn, ’, t, ., even, though, prior, covid, infected, are, far, less, likely, transmit, ., so, yes, ,, i, fight, against, anti, -, scientific, mandates, ."
26,"i, am, progressive, want, vaccine, mandates, ., i, also, think, hydroxychloroquine, &, amp, ;, ivermectin, are, worthless, quackery, ., but, when, you, shoot, down, monoclonal, antibodies, because, you, dislike, governor, ,, that, ’, s, also, anti, -, science, ., that, ’, s, shooting, messenger, even, tho, message, is, right, ."
