,0
0,"update, modern, shot, :, it, i, i, going, well"
1,"eighteen, hours, into, my, first, modern, shot, :, can, i, i, feel, my, arm, ., worth, it, ."
2,"hope, you, are, back, at, hundred_points, soon, ., i, got, modern, last, week, definitely, felt, it, after, few, hours, ."
3,"second, modern, shot, same"
4,"got, my, first, modern, shot, today, ., so, far, feel, pretty, good, ,, although, og, is, interfering, with, my, wifi, ..."
5,"i, got, modern, vaccine"
6,"i, had, large, localized, reaction, my, first, shot, modern, ,, ten, days, after, shot, ., i, never, felt, bad, ,, tho, ., just, have, extremely, itchy, arm, ., beaming_face_with_smiling_eyes, i, i, i, hearing, it, i, i, common, certain, percentage, people, ., #, covidarm"
7,"looks, like, i, i, i, team, modern, ., when, do, we, do, epic, dance, battles, against, other, vaccine, teams, like, west, side, story, #, vaccinated, #, vaccine, #, modern, #, covidvaccination"
8,"got, vaccinated, today, #, modern, #, getvaccinated"
9,"i, got, #, modern, my, arm, hurt, two, days, but, not, complaining, ."
10,"living, modern, world"
11,"can, confirm, :, no, side, effects, and, dose, modern, ca, :"
12,"#, vaccinated, raising_handsmedium, -, dark_skin_tone, shot, #, two, check_box_with_check, i, had, drive, twenty, miles, this, glad, this, part, is, done, ., folded_handsmedium, -, dark_skin_tonesyringe, #, teammoderna, #, modern, #, vaccines, #, covid_19, #, shotshotshot, #, todayisagoodday, smiling_face, i, @, my, stat, urgent, care"
13,"thank, you, #, science, thank, you, volunteers, ., thank, you, national, guard, ., done, grateful, #, vaccinated, #, modern"
14,"second, dose, modern, hugging_face"
15,"thanks, doc, we, were, going, get, i, &, amp, ;, i, but, batch, didn, ', i, come, down, so, we, started, modern"
16,"pancho, was, lost, in, the, cabbage, ., modern, in, monterey, if, anyone, sees, it, or, has, it, ,, I, called, the, phone, number, in, the, photo"
17,"you, i, re, kidding, then, virus, would, go, away, democrats, would, not, have, anything, control, population, with, ."
18,"faci, lost, all, credibility, when, at, very, beginning, he, said, general, public, didn, i, i, need, masks, ., he, did, it, out, arrogance, not, empathy, general, population, ., he, treated, general, population, as, expendable, medical, workers, as, sacrosanct, ., he, failed, big, time, ."
19,"ya, damn, right, i, i, i, modernize, i, just, got, my, and, modern, shot, i, i, i, humming, i, get, anxious, with, shots, ,, so, if, you, have, some, hesitancy, let, i, i, talk, ., we, all, need, get, vaccinated, so, we, can, defeat, this, focus, other, social, justice, fights"
20,"we, had, modern, early, march, but, still, continue, wear, mask, public, ., because, we, know, it, is, just, people, who, do, not, care, about, anyone, else, that, is, not, wearing, masks, ., it, is, hard, telling, what, else, they, could, be, spreading, ."
21,"just, got, my, first, dose, modern, vaccine"
22,"i, got, modern, ., i, had, no, symptoms, with, first, shot, ., second, one, i, had, slight, sore, arm, ,, extreme, tirednessthe, next, day, ., that, evening, i, vacillated, between, chills, sweats, ,, nausea, ,, barely, made, it, bed, ,, chest, hurt, ., within, ten, minutes, it, was, gone, ."
23,"first, dose, modern, arm"
24,"i, am, testing, booster, shot, that, is, mixture, modern, classic, new, modern, vaccine, that, codes, spike, protein, variant, be, ., three hundred and fifty-one, ., not, sure, if, this, will, be, needed, ,, but, they, are, doing, safety, trials, now, just, case"
25,"omg, way, we, both, are, gonna, be, modern, they, i, i, ..., i, i, i, so, excited, ."
26,"modern, my, of, arm, baby, let, i, i, nooooo"
27,"this, second, shot, is, no, joke, ., #, vaccinated, #, modern"
28,"david, bowie, ,, i, modern, love, i, anxious_face_with_sweat"
29,"apparently, dangerous, side, effect, first, modern, shot, is, compulsion, buy, flowers, make, yourself, huge, ass, italian, lasagna, grimacing_face"
30,"never, happened, ., kinda, tired, that, afternoon, both, shots, ., got, modern, ., vegan, ., sixty-eight, years, old, ., athletic, ., no, alcohol, ., made, diff, who, knows, ."
31,"hopefully, you, i, all, have, my, luck, ., i, was, tired, afternoon, after, my, and, modern, ,, tired, ,, no, appetite, ,, &, amp, ;, chilled, day, two, ,, &, amp, ;, day, three, i, felt, great, ."
32,"museum, modern, it, art, /, vaccine, nexus, face_with_medical_mask"
33,"modern, #, two, didn, i, i, hit, me, as, hard, as, many, ,, though, it, still, sucked, ., high, temp, ninety-nine, ., six, ,, would, i, ve, been, higher, i, assume, if, i, hadn, i, i, been, taking, tylenol, ., but, i, feel, great, now, ,, forty-four, hours, later, ., can, i, i, wait, see, family"
34,"i, am, twenty-two, hours, my, and, modern, shot, ., my, arm, still, feels, like, somebody, i, i, thumb, is, pressing, shot, spot, ,, but, that, i, i, it, ., person_shrugginglight_skin_tone, i, female_sign, i, syringeflexed_biceps"
35,"i, got, modern, felt, like, total, trash, about, twentyfour, hours, after, both, doses, ., i, i, i, say, i, began, feeling, onset, about, eight, hours, after, injection, ."
36,"., a, year, ago, i, tried, modern, vaccine, see, if, it, was, safe, ., spoiler, :, it, is, now, ,, my, #, covidvaccine, anniversary, ,, i, i, i, happy, share, that, i, just, got, ord, dose, ., this, booster, experiment, will, reveal, one, if, strain, -, adapted, vaccines, boost, immunity, &, amp, ;, two, whether, they, are, safe, ."
37,"no, side, effects, report, almost, twentyfour, hours, after, receiving, dose, two, #, modern, ., just, little, soreness, arm"
38,"get, all, vaccines, ., all, vaccines, are, amazing, ., but, damn, ,, that, and, modern, dose, do, hit, different, tho, face_with_thermometerhot_face"
39,"modern, #, two, #, fullyvaccinated"
40,"pictureTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry, me, after, my, est, dose, #, modern, not, visible, :, my, huge, smile, under, two, face_with_medical_mask, folded_handslight_skin_tone, healthcare, workers, ,, volunteers, &, amp, ;, all, scientists, who, made, this, possible, i, didn, i, i, think, it, was, possible, red_heart, i, science, more, but, here, we, are, #, vaccinessavelives, #, vaccinated, #, markup"
41,"got, my, first, modern, vaccination, this, morning"
42,"today, is, first, day, i, i, ve, felt, semi, -, ok, since, my, second, modern, shot, last, sunday, ., i, know, vaccine, is, harder, those, who, i, ve, had, #, couid, ,, there, i, i, also, no, clue, how, it, affects, those, with, autoimmune, disease, ..., but, phew, ,, y, i, all, ., that, was, whole, week, ., #, covidvaccine"
43,"five, days, my, body, still, feels, like, it, i, i, ready, fall, apart, after, modern, #, one, ., whew, ."
44,"got, my, first, modern, vaccine, shot, thursday, night, ,, everything, was, happy, lucky, until, that, immune, response, kicked, last, night, was, rough, but, you, know, what, ,, i, rather, this, temporary, discomfort, than, chancing, it, with, couid, ., will, see, how, it, goes, when, i, get, and, shot"
45,"thank, you, #, operationwarpspeeed"
46,"got, my, second, couid, vaccination, this, morning, modern, so, grateful, volunteers, working, vaccination, clinics, folded_hands"
47,"day, one, after, modern, #, one, -, woke, up, with, headache, but, turns, out, i, was, sparklesslightly, dehydrated, slept, way, longer, than, i, normally, sparkles, ,, little, injection, site, pain, but, nothing, wild, ., i, do, credit, that, with, being, flexed_bicepsmedium, -, light_skin_tone, so, go, get, pump, before, you, get, your, shot, ."
48,"now, that, my, both, my, wife, i, are, vaccinated, ,, i, i, i, working, new, sitcom, pitch, :, i, modern, family, i, gonna, be, banger, ., what, do, you, think, ,"
49,"two, weeks, out, my, and, dose, modern, ,, i, still, mask, up, at, school, minority, &, amp, ;, many, local, texarkana, businesses, still, require, them, ., my, mind, is, eased, somewhat, ,, but, i, prefer, caution, over, complete, trust, vaccine, ., flying, see, my, grandbabies, soon, is, my, reward, prohibitedmicrobesyringe"
50,"i, had, modern, one, ."
51,"my, brother, -, in, -, law, said, his, dad, was, sick, five, days, ., he, i, got, modern, ., my, bil, also, got, modern, ,, he, just, had, headache, ., it, hits, everyone, differently, ., i, hope, i, ', i, one, lucky, ones, ., no, offense, ."
52,"that, i, i, one, small, jab, man, ,, one, giant, leap, mankind, ., i, got, my, est, #, modern, shot, &, amp, ;, was, expecting, fanfare, ,, brass, band, ,, maybe, parade, ., instead, ,, i, sat, waiting, room, required, fifteen, minutes, while, they, loudly, blasted, #, spongebobsquarepants, at, us, ., fittingly, surreal, ."
53,"you, make, me, wanna, do, i, modern, oprah, i, face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
54,"omg, modern, me, absjxkkwkakzndkakxnxnansn"
