,0
0,"my, own, experience, -, sore, arm, after, each, dose, moderna, ., nothing, else, ."
1,"good, you, i, get, my, 2nd, moderna, vax, next, monday, raising_handsmedium, -, dark_skin_tone"
2,"got, shot, #, 1, covid, -, 19, vac, regimen, moderna, ., didn, ’, t, take, selfie, though, ., sorry, about, that, everyone, ., i, also, didn, ’, t, get, any, super, powers, ., which, is, slightly, disappointing, ., point, is, :, when, you, can, go, get, that, shot, so, we, can, all, be, mask, less, do, fun, stuff, again, #, vaccine"
3,"round_pushpinindianola, //, moderna"
4,"waiting, get, my, first, moderna, shot"
5,"we, get, our, 2nd, moderna, shot, this, thurs, ., thanks, our, local, clinic, ,, who, are, ball, ."
6,"same, here, ., only, vax, ive, gotten, as, adult, was, tetanus, ., had, reaction, that, ., had, me, down, weekend, ., my, pops, just, got, his, second, dose, moderna, is, insistent, that, i, do, it, ., kinda, leaning, towards, it"
7,"just, kidding, around, because, moderna, has, slightly, higher, effectiveness, rate, ., i, ’, ll, gladly, take, whatever, they, have, when, it, ’, s, my, turn, get, it, ."
8,"with, moderna, ,, i, know, several, who, had, no, or, only, minor, side, effects, ., more, problems, with, 2nd, shot, ,, generally, ., however, ,, heard, one, who, had, bad, reaction, first, ,, but, ok, with, second, ., most, have, no, problems, ."
9,"good, question, ., ask, doc, ., i, ’, m, going, tuesday, dodger, stadium, ., i, ’, m, stoked, ., 2nd, moderna, ., good, luck, ."
10,"i, took, big, breath, first, time, nearly, year, just, now, ., my, parents, received, their, 2nd, moderna, vaccination, this, morning, ., absolute, tears, joy, ."
11,"i, ’, m, getting, my, 2nd, moderna, vaccination, friday, ,, too, ., does, that, make, us, covid, twins, ., face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
12,"just, received, moderna, vaccine"
13,"yes, moderna, is, base, inmune, system"
14,"moderna, shot, 1, -&, gt, ;, got, alas, ,, no, stickers, ,, but, oh, well, ., also, ,, it, ', s, wild, see, natick, sears, empty, like, this, hushed_face"
15,"none, ., i, had, my, 1st, shot, 2, weeks, ago, ., moderna, ., only, side, effect, was, very, sore, arm, next, day, ., heat, helped, ., wet, washcloths, heated, up, microwave, ., move, arm, as, much, as, you, can, ., only, lasted, 12, hours, ., good, luck, ., red_heart"
16,"1, dose, down, ,, 1, dose, go, #, covid19, #, coronavirus, #, pandemic, #, vaccine, #, moderna, #, cdc, #, vaccinated"
17,"nope, not, at, all, ., i, got, moderna, sots, felt, lousy, 2, days, after, 2nd, shot, but, would, do, it, again, ."
18,"same, here, massachusetts, ,, thanks, incompetent, ,, republican, governor, ,, charlie, baker, ., it, ’, s, amazing, how, ridiculous, it, is, ., this, state, has, every, advantage, is, bottom, third, country, ., moderna, is, 20, miles, me, pete, ’, s, sake, maine, has, done, better, with, far, less, ."
19,"first, case, #, coronavirus, #, oklahoma, was, reported, march, 1st, ,, 2020, ., one, year, later, both, shelly, i, have, received, our, second, dose, vaccine, ., it, ’, s, one, most, remarkable, accomplishments, my, lifetime, ., we, are, so, grateful, everyone, involved, ."
20,"got, moderna, 2, /, 19, ., sore, arm, ,, little, slow, next, day, but, fine, ., 8, days, later, developed, “, covid, arm, ”, which, is, rare, reaction, delayed, redness, &, amp, ;, swelling, at, injection, site, ., iced, it, ,, 2, days, later, it, ’, s, all, gone, ., 2nd, dose, 3, /, 19, ..., lemme, at, it, face_with_tears_of_joy"
