,0
0,"true, ;, policy, allowed, 1000s, die, and, /, or, lose, their, health, livelihoods, chronic, illness, make, this, “, happen, .”, now, that, hhs, has, issues, guidance, equity, disabled, medical, spaces, it, ’, s, time, democrats, re, -, center, disabled, &, amp, ;, immunocompromised, policy, ."
1,"towards, it, i, pay, $, 260, week, but, i, hate, continuously, asking, you, know, especially, since, i, just, had, ask, last, week, as, well, ., i, ', m, trying, do, things, make, money, but, my, immunocompromised, daughter, one, that, ', s, sick, was, exposed, covid, monday, now, has, fever, so"
2,"hospital, we, don, ', t, really, even, consider, that, as, immunocompromised, ..., maybe, right, after, chemo, ..., but, really"
3,".:, cdc, releases, new, guidance, some, immunocompromised, get, additional, shot"
4,"not, immunocompromised, myself, ,, but, my, mother, is, my, sister, has, severe, asthma, ., i, never, left, lockdown, my, mind, ., number, daily, deaths, is, still, over, 200, ,, but, people, have, just, stopped, caring, ."
5,"re, :, being, immunocompromised, during, covid"
6,"funny, you, should, mention, immunocompromised, people, ., i, had, diskussion, about, that, with, nurse, last, weekend, ., its, bit, long, tweet, ,, but, maybe, i, ', ll, make, thread, about, it, tomorrow, ."
7,"keeping, my, thoughts, about, #, illinoistro, against, masks, &, amp, ;, testing, schools, myself, tonight, as, i, worry, about, working, maskless, school, ., but, my, biggest, concerns, are, about, those, people, i, know, who, are, immunocompromised, ,, battling, cancer, or, have, at, risk, family, members, ."
8,"essentially, :, 1, -, the, not, immunocompromised, ic, need, get, vaccinated, 2, -, equip, doctors, with, tools, assess, immunity, authority, administer, additional, booster, doses, at, their, diskretion, 3, -, include, ic, ppl, medical, trials"
9,"when, you, say, you, ’, re, “, over, covid, ”, what, you, mean, is, that, you, ’, re, tired, pretending, elderly, immunocompromised, people, deserve, live, full, lives, ,, &, amp, ;, that, you, ’, re, willing, sacrifice, them, their, families, altar, your, selfishness, ., we, ’, re, tired, being, home, ,, too, ,, asshats, ."
