,Datetime,Tweet Id,Text,Username
39,2020-05-12 04:48:20+00:00,1260069275307401217,@prashantnimse @PMOIndia @narendramodi And I have observed in Kerala people have civic sense and they don’t come out in numbers during curfews or lockdowns in the past. They follow government’s protocol. Even the ones who dislike the govt even they don’t spew venom that what govt is suggesting is wrong.,rvlmr89
40,2020-05-03 15:16:23+00:00,1256965836415238148,"Amit shah modi kasmir policy has failed loss if a colonel and major of indian army  and 3 others indeed tragic 
When article 370 revoked amit shah modi claimed terrorism will end with 10 ka security people lockdown curfews daily we have incidents amit shah should resign https://t.co/EOqGXZ7J4c",Anupbhatia7
41,2020-04-23 10:53:25+00:00,1253275780303351808,"lockdown is for noobs 

Brown kids are used to curfews at home. 

It’s 10pm gtg!",Yashhh_shah
42,2020-04-15 07:33:33+00:00,1250326379754696709,"@Anonymo9892 @MeMumbaikar8 @saurabhv99 @divyeshas #BandraProtest Video from all angles!

Pls stop mass gathering its violation of Epidemic Law &amp; Curfews!
Pls follow #SocialDistancing

आज ही देश में लॉकडाउन बढ़ाने का एलान,आज ही हज़ारों की भीड़

कोरोना के सबसे बड़े हॉटस्पॉट मुंबई में लॉकडाउन का दुश्मन कौन ? https://t.co/LGJkYYxyfo",PotholeWarriors
43,2020-04-14 16:28:22+00:00,1250098583623401474,"@mwaura_i_isaac OMG does your residency offer cab services because 😍😍😍
Anyway, Happy happy birthday baby! 
Enjoy your solo~party coz post lockdown not even 1am curfews  will hold us back from celebrating you!
Have a blessed 25th! 😍 💙",Sherrie1_
44,2020-04-13 17:02:34+00:00,1249744799688568837,@HardeepSPuri @AmitShah @PMOIndia @PIBHomeAffairs airlines companies are not refunding fares for journey which cancelled by passenger on govt advisory on Corona and implementation of curfews and lockdown on 24/03/2020.,Nitya34N
45,2020-04-07 07:13:43+00:00,1247422284827987968,@AsmitaShetty7 Sabka karwa de yaar cancel ... In Jan the college was started and Feb went in Fest... And from mid March this lockdown and curfews started... Bhai padhai toh kuch karwayi nahi ... YouTube k link de derahe aur sikh lo... Aise he sikhna tha toh Sem ka fee kyu le rahe !,byehoe_baeno
46,2020-04-02 14:46:03+00:00,1245724178851885057,"Kashmiris were first ones to taste Curfews, shoot at Sight &amp; civil curfews way back in 89/90. Fellow Indians have no idea how scary such lockdowns were, often wdout essentials for weeks. It is sad to see how people behave in the current lockdown. #MyHomeMyKashmir @narendramodi https://t.co/12LvMAD1N4",aashishkaul
47,2020-03-28 10:07:20+00:00,1243842097821569024,@SPsofIndia @DelhiPolice @vijayantagoyal @IPS_Association @DCPSouthDelhi @bhishamsingh24 @SurajSinghIPS @ipskabra @dhruman39 @CPBlr @Ravindra_IPS @HMOIndia @LtGovDelhi Big salute to all for support and doing such great job during the complete lockdown...I I'm also wanted to help needy and poor peoples near by to me but helpless due to curfews.,NikhilSaroj
48,2020-03-24 06:16:40+00:00,1242334499054051330,Armoured cars and CRPF must be enforcing curfews https://t.co/lrpQeQdBdm,hrnext
49,2020-03-23 12:15:34+00:00,1242062431347589120,"All mathematical models assume ""ideal/static circumstances"" and do not factor human intervention. With huge lockdowns/curfews/grounding of flights already in place, India would not see such a drastic spike. Yes, more cases will be reported. But not as apocalyptic as this. https://t.co/msGremZRXb",scarysouthpaw
