,0
0,"this, was, response, post, praising, pfizer, vaccine, april, ., this, gop, party, organizer, texas, regularly, posted, evangelical, christian, memes, when, he, wasn, ', t, routinely, telling, people, "", eat, dick, ."", he, just, widowed, his, wife, orphaned, his, son, by, dying, covid, ."
1,"They, ', re, going, to, put, Pfizer, on, you, fucking, lucky, shitheads, ., go, get, vaccinated"
2,"after, may, 2nd, pfizer, vax, 6, days, id, be, glad, go, over, help, work, them, i, am, have, no, problem, doing, what, i, can, its, only, 50, miles, my, place, ."
3,"cher, i, got, my, second, pfizer, vaccine, shot, may, 1st, ., i, ', m, fully, vaccinated, cher, ., i, still, wear, mask, everywhere, i, go, ., even, at, work, ., i, guess, target, mandated, that, all, target, employees, wear, masks, ., that, ', s, what, i, saw, at, work, today, ., will, when, i, work, this, weekend, to, ., masks"
4,"that, ', s, with, pfizer"
5,"syringedp, ', ed, by, pfizer, april, relieved_face"
6,"raised_handraised_handraised_handraised_handsyringedouble, dose, pfizer"
7,"thumbs_upmedium, -, light_skin_tone, double, shot, pfizer"
8,"I, don, ', t, ,, but, I, do, in, a, renault, r4, ., already, two, pfizer"
9,"couple, things, ., my, wife, has, ra, ., takes, plaquenil, plus, other, rx, ., never, once, had, problem, getting, it, refilled, during, 2020, ., also, ,, she, had, pfizer, jabs, was, tested, antibodies, 2, months, later, has, no, negligible, antibodies, ., meds, counteract, vax, ."
10,"great, ,, me, too, back, april, ., pfizer, 2, shots"
11,"no, side, effects, pfizer, 2x, it, just, felt, like, somebody, punched, me, my, right, arm"
12,"i, had, 2, doses, pfizer, also, ,, sore, arm, day, was, all, i, had"
13,"#, chile, will, apply, booster, doses, vaccinated, with, #, sinovac, -, via, face_with_open_mouth, #, astrazeneca, over, 55, and, #, pfizer, under, 55, ., apparently, they, are, compatible, ."
14,"Does, my, first, dose, of, pfizer, authorize, me, to, travel, or, am, I, going, to, covidiota, to, find, out, speak, -, no, -, evil_monkey"
15,"my, entire, family, had, pfizer, —, all, have, severe, health, conditions, —, no, one, had, anything, more, serious, than, brief, headache, ."
16,"i, ’, m, pfizer, man, vaccinated, syringe"
17,"our, partners, at, are, hosting, community, vaccination, clinic, this, saturday, 1, -, 4pm, at, yemassee, heights, ,, 21, castle, hall, rd, ,, yemassee, ., pfizer, vaccine, will, be, available, anyone, ages, 12, +., get, your, safe, effective, vaccine, now"
18,"after, doing, some, research, today, ,, i, diskovered, pfizer, is, still, recruiting, their, pediatric, #, covid19, vaccine, studies, ., if, you, ’, re, parent, or, know, parent, who, would, be, interested, enrollling, their, chilTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry"
19,"i, thought, i, was, going, get, headache, like, i, had, when, i, had, covid, ,, but, it, never, developed, into, full, -, blown, headache, ., slight, sore, arm, was, extent, 2nd, pfizer, shot, diskomfort, ."
20,"do, me, good, ,, pfizer, protect, boss, lady, ,, pfizer, person, who, got, it, was, j, &, amp, ;, j, ,, i, do, believe, ,, fwiw, ., got, back, vacation, 2, 1, /, 2, weeks, ago, ., hmm, ."
21,"every, day, ,, there, ’, s, tons, news, stories, pfizer, vaccine, ., really, wish, there, was, more, data, news, johnson, &, amp, ;, johnson, vaccine, ., you, know, ,, one, i, got, ."
22,"i, got, #, pfizer, first, round, ., booster, do, i, get, it, again, or, #, moderna, i, rolled, dice, game_die, game_die, got, moderna, 3rd, shot, ., “, we, ', re, all, mad, here, ”"
23,"i, was, slightly, tired, twenty, four, hours, after, my, second, pfizer, ., sleeping, only, 5, or, 6, previous, 48, hours, because, call, probably, had, greater, impact, than, mrna, lipid, particles, but, i, ’, m, just, guessing, here"
24,"my, son, was, sept, /, oct, 2020, pfizer, trial, is, currently, one, 10, ,, 000, worldwide, who, are, booster, trial, ., he, had, booster, few, weeks, ago, ,, they, have, done, regular, blood, work, last, 11, months, ."
25,"welcome, team, pfizer, ,, kiddo, ."
26,"pfizer, here, also"
27,"2, pfizer, syringe, yay, me, party_popper"
28,"my, fully, vaccinated, niece, pfizer, x2, caught, delta, variant, biz, trip, birmingham, ,, al, ., b4, she, was, symptomatic, ,, she, flew, home, dc, ., she, had, some, aches, ,, sore, throat, fever, one, day, &, amp, ;, lingering, loss, taste, /, smell, ."
29,"available, one, ., i, got, pfizer, but, whatever, is, available, ."
30,"double, vaccinated, with, pfizer, march, /, april, ."
31,"so, the, moderna, is, more, durable, than, the, pfizer"
32,"not, necessarily, ,, but, not, being, aware, that, ceo, pfizer, didn, ’, t, feel, sense, urgency, get, vax, is, …"
33,"pfizer, is, definitely, what, cody, i, will, eventually, get, ."
34,"vaccinated, sun, ,, pfizer, rising, ,, please, mask, up, stay, 6, feet, away, me, moon"
35,"ceo, pfizer, didn, ', t, take, it, ., what, does, that, say"
36,"you, ', re, welcome, ., i, ', m, health, coach, ,, i, licensed, nutritionist, vaccine, has, no, side, effects, i, had, i, ', m, as, healthy, as, ever, happy, be, safe, #, covid19"
37,"second, dose, pfizer"
38,"#, paraíba, paraíba, receives, more, than, 46, thousand, doses, of, vaccines, from, pfizer, against, covid, -, 19, this, Thursday, 5"
39,"my, husband, i, had, zero, side, effects, after, each, dose, pfizer, ."
40,"It, ', s, been, a, while, for, the, pfizer, vaccine, today, ..., grimacing_facegrimacing_facegrimacing_facegrimacing_facegrimacing_facegrimacing_facegrimacing_faceraised_handraised_handraised_handraised_handclapping_handsclapping_handsclapping_handswinking_facewinking_facewinking_facebut, already, vaccinated, ..."
41,"pfizer, chief, did, not, take, covid, vaccine, why, unbelievable, ."
42,"They, said, that, yes, ,, there, was, a, dosage, of, aztra, séneca, for, 50, and, over, ,, and, for, 40, and, over, ,, it, was, only, those, whose, first, dose, was, pfizer, raising_handslight_skin_tone"
43,"unfortunately, fda, has, so, far, only, authorized, pfizer, kids, who, have, had, their, 12th, birthday, ., hopefully, they, will, authorize, kids, 5, -, 11, this, fall, ., crossed_fingers"
44,"yes, i, would, i, got, my, pfizer, 2, shots, earlier, this, year, made, arrangements, my, parents, get, theirs, ., rethinking, getting, booster, shot, or, not, getting, vaccinated, would, be, bad, mistake"
45,"i, ’, ll, probably, need, second, pfizer, unless, rules, change, travel, ,, but, this, gets, me, 93, %, that, makes, me, happy, ., all, three, us, are, double, vexed, now, ."
46,"nice, ., i, ’, m, half, az, half, pfizer, ."
47,"it, didn, ’, t, tell, me, if, it, was, delta, edition, or, standard, edition, ,, i, got, vaccinated, before, blizzard, began, offering, it, walgreens, ,, pfizer"
48,"seriously, I, ', m, still, waiting, for, them, to, inform, me, where, there, is, a, second, dose, pfizer, vaccine, face_with_symbols_on_mouthface_with_symbols_on_mouth"
49,"at, the, davos, economic, forum, the, corrupt, sat, with, the, ceos, of, moderna, ,, pfizer, and, how, many, others, ..."
50,"get, vaccinated, with, pfizer, or, moderna"
51,"sooo, ,, pfizer, is, its, way, being, fda, approved, by, labor, day, ,, so, what, ’, s, everyone, ’, s, excuse, gonna, be, then"
52,"From, August, 9, to, 14, ,, the, inhabitants, of, #, tampico, and, #, madero, #, tamaulipas, from, 30, to, 39, years, of, age, will, be, able, to, be, vaccinated, against, #, covid, ., the, #, vaccine, is, the, #, pfizer, ., #, covid19, #, covidー19, #, covid_19mx, #, covid19, #, 1adosis"
53,"just, took, my, first, shot, ., #, pfizer, #, facts, #, truestory"
54,"can, someone, inform, ,, where, there, is, a, dose, of, pfizer, to, apply, the, second, dose, of, the, 40"
55,"welcome, premium, pfizer, -, land, ., glad, i, didn, ', t, give, you, two, delta, already, ."
56,"my, 2nd, dose, pfizer, vaccine, will, be, friday, august, 6, ,, 2021, ., thank, you, ives, california, club, mall, your, caring, service, children, families, neighborhood, ., great, customer, skills, follow, up, ."
57,"where, are, there, doses, of, pfizer, for, the, second, application, why, in, the, general, hospital, of, the, south, they, say, that, there, are, no, more, doses, they, still, have"
58,"i, recently, saw, article, that, pfizer, is, getting, close, reaching, full, fda, approval, ., hence, people, will, no, longer, be, able, use, “, experimental, vaccine, ”, or, “, emergency, use, approval, ”, as, reasoning, not, get, vaccine, ., will, that, minimize, level, hesitancy"
59,"I, want, to, vaccinate, my, children, in, the, United, States, against, covid, ,, do, you, know, which, airports, are, applying, the, pfizer, vaccine, ,, will, they, have, an, itinerary, just, to, take, teenagers, to, do, this, procedure"
60,"fav, if, you, are, or, know, someone, who, left, syringe, altamira, early, and, clown_face, stayed, like, this, ,, because, in, tampico, and, madero, it, will, be, pfizer, ."
61,"just, sore, arm, …, akin, getting, tetanus, shot, ., both, shots, pfizer"
62,"did, it, now, i, have, pfizer, j, &, amp, ;, j, bragging, rights, :"
63,"2, weeks, full, fda, approval, pfizer, vaccine, ."
64,"amlo, :, like, when, you, vaccinate, young, people, with, pfizer, like, when, the, mexicans, will, be, a, priority, over, the, cubans"
65,"pfizer, vaccine, update, side, affect, update, :, sore, arm, ..., thats, it, i, thought, it, was, going, be, so, much, worse"
66,"let, ', s, get, vaccinated, #, cca, ., we, have, a, few, spots, open, for, our, #, pfizer, covid, -, 19, vaccine, clinic, this, saturday, aug, 7th, at, ccahs, ,, 1761, waterman, ., you, must, call, 313, ., 551, ., 0611, and, register, with, ms, ., lopez"
67,"2, semanas, dsps, de, la, 2nda, dosis, de, pfizer, y, mis, t3tas, siguen, igual, face_with_raised_eyebrowface_with_raised_eyebrowface_with_raised_eyebrow"
68,"pfizer, syringe, in, tampico, and, madero, ,, that, ', s, how, little, friends, stayed, going, altamira, clown_face, ."
69,"vaccines, are, less, effective, than, natural, immunity, having, been, infected, ., follow, science, not, scientists, ., pfizer, announced, $, 20, billion, sales, last, quarter, has, already, announced, price, hike, ."
70,"except, doctor, issued, medical, exemption, ,, there, ’, s, no, justifiable, fear, ,, tradition, ,, or, uninformed, influence, preventing, vaccination, with, pfizer, /, biotech, ,, moderna, ,, &, amp, ;, j, &, amp, ;, j, vaccines, @, ontario, ,, california"
71,"miss, pfizer, is, kickin, my, ass, today"
72,"what, are, johnson, &, amp, ;, johnson, ,, pfizer, ,, &, amp, ;, moderna, putting, covid, -, 19, vaccines, don, ’, t, solely, trust, internet, content, creators, ,, talk, &, amp, ;, trust, your, doctor, i, ’, m, fully, vaccinated, w, /, moderna, since, may, -, 2021, w, /, no, side, effects, ., featuring, &, amp, ;, lysssinup"
73,"They, no, longer, make, them, like, they, used, to, ,, I, model, 53, ,, I, received, a, Pfizer, vaccine, ,, nothing, to, report, ,, that, ', s, the, whole, tweet"
74,"pfizer, vaccine, for, #, tampico, and, #, madero"
